Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C1827293,"Carcinoma of urinary bladder, invasive",,-2.7,4.7,4.2,30286,287,134,6,4.5,1.8,367|2321|7534|8633|9122|27306,AR|FLT1|YWHAZ|UNC5C|SLC16A4|HPGDS,-0.29,Ccdc115
DisGeNET,35,C0085109,Corneal Neovascularization,,-2.7,7.7,4.9,30286,117,134,4,3,1.5,285|2321|7010|9068,ANGPT2|FLT1|TEK|ANGPTL1,-0.28,Ccdc115
Cell Type Signatures,7,M40251,DESCARTES FETAL MUSCLE SCHWANN CELLS,,-2.7,7.7,4.9,30286,117,134,4,3,1.5,443|5354|23767|347730,ASPA|PLP1|FLRT3|LRRTM1,-0.28,Ccdc115
Cell Type Signatures,7,M41750,RUBENSTEIN SKELETAL MUSCLE FBN1 FAP CELLS,,-2.7,4.7,4.2,30286,289,134,6,4.5,1.8,71|226|3858|10209|57142|91851,ACTG1|ALDOA|KRT10|EIF1|RTN4|CHRDL1,-0.28,Ccdc115
COVID,200,COVID245,RNA_Wilk_CD14+Monocytes_patient-C1A-mild_Down,,-2.7,12,5.6,30286,55,134,3,2.2,1.3,71|5094|10209,ACTG1|PCBP2|EIF1,-0.28,Ccdc115
DisGeNET,35,C0015625,Fanconi Anemia,,-2.7,4,4,30286,393,134,7,5.2,1.9,52|367|4809|4869|4988|7150|27306,ACP1|AR|SNU13|NPM1|OPRM1|TOP1|HPGDS,-0.28,Ccdc115
DisGeNET,35,C0007114,Malignant neoplasm of skin,,-2.7,3.6,3.9,30286,507,134,8,6,2,71|367|808|1540|2263|2321|3858|27306,ACTG1|AR|CALM3|CYLD|FGFR2|FLT1|KRT10|HPGDS,-0.28,Ccdc115
Cell Type Signatures,7,M39037,FAN EMBRYONIC CTX OLIG,,-2.7,3,3.7,30286,754,134,10,7.5,2.3,443|1540|2263|3006|5354|8633|29119|57142|57515|84899,ASPA|CYLD|FGFR2|H1-2|PLP1|UNC5C|CTNNA3|RTN4|SERINC1|TMTC4,-0.27,Ccdc115
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-2.7,3.2,3.8,30286,629,134,9,6.7,2.2,226|4869|5094|6613|9037|23682|23741|25957|220988,ALDOA|NPM1|PCBP2|SUMO2|SEMA5A|RAB38|EID1|PNISR|HNRNPA3,-0.27,Ccdc115
DisGeNET,35,C0276447,Rhinovirus infection,,-2.7,5.6,4.4,30286,202,134,5,3.7,1.6,3184|3567|4907|5094|27306,HNRNPD|IL5|NT5E|PCBP2|HPGDS,-0.25,Ccdc115
DisGeNET,35,C0270736,Essential Tremor,,-2.7,7.4,4.7,30286,122,134,4,3,1.5,808|27306|27429|29119,CALM3|HPGDS|HTRA2|CTNNA3,-0.25,Ccdc115
DisGeNET,35,C0013080,Down Syndrome,,-2.7,3,3.7,30286,765,134,10,7.5,2.3,443|2321|4747|4869|4907|7314|7337|23452|27306|388015,ASPA|FLT1|NEFL|NPM1|NT5E|UBB|UBE3A|ANGPTL2|HPGDS|RTL1,-0.24,Ccdc115
DisGeNET,35,C4025272,Peripheral arterial stenosis,,-2.6,7.3,4.7,30286,124,134,4,3,1.5,285|367|2246|64805,ANGPT2|AR|FGF1|P2RY12,-0.23,Ccdc115
DisGeNET,35,C0030486,Paraplegia,,-2.6,11,5.4,30286,59,134,3,2.2,1.3,367|5354|23767,AR|PLP1|FLRT3,-0.23,Ccdc115
DisGeNET,35,C0270921,Axonal neuropathy,,-2.6,11,5.4,30286,59,134,3,2.2,1.3,4747|5354|7150,NEFL|PLP1|TOP1,-0.23,Ccdc115
DisGeNET,35,C0020302,Hydrophthalmos,,-2.6,11,5.3,30286,60,134,3,2.2,1.3,367|2263|7010,AR|FGFR2|TEK,-0.23,Ccdc115
COVID,200,COVID166,Proteome_Stukalov_A549_72h_NSP8_Down,,-2.6,11,5.3,30286,60,134,3,2.2,1.3,7534|8452|25957,YWHAZ|CUL3|PNISR,-0.23,Ccdc115
DisGeNET,35,C0024537,"Malaria, Vivax",,-2.6,11,5.3,30286,60,134,3,2.2,1.3,71|285|27306,ACTG1|ANGPT2|HPGDS,-0.23,Ccdc115
Cell Type Signatures,7,M39251,MENON FETAL KIDNEY 1 EMBRYONIC RED BLOOD CELLS,,-2.6,7.2,4.6,30286,126,134,4,3,1.5,4869|5094|6613|7314,NPM1|PCBP2|SUMO2|UBB,-0.23,Ccdc115
DisGeNET,35,C0162835,Hypopigmentation disorder,,-2.6,7.2,4.6,30286,126,134,4,3,1.5,7337|23682|283652|388015,UBE3A|RAB38|SLC24A5|RTL1,-0.23,Ccdc115
DisGeNET,35,C0021831,Intestinal Diseases,,-2.6,5.4,4.3,30286,209,134,5,3.7,1.6,3567|4988|9122|27306|93986,IL5|OPRM1|SLC16A4|HPGDS|FOXP2,-0.23,Ccdc115
DisGeNET,35,C0270824,Visual seizure,,-2.6,5.4,4.3,30286,209,134,5,3.7,1.6,4988|5354|7529|7534|57142,OPRM1|PLP1|YWHAB|YWHAZ|RTN4,-0.23,Ccdc115
Cell Type Signatures,7,M40025,BUSSLINGER DUODENAL DIFFERENTIATING STEM CELLS,,-2.6,4.4,4,30286,305,134,6,4.5,1.8,71|3184|3326|4869|7529|7534,ACTG1|HNRNPD|HSP90AB1|NPM1|YWHAB|YWHAZ,-0.23,Ccdc115
DisGeNET,35,C1153706,Endometrial adenocarcinoma,,-2.6,5.3,4.2,30286,212,134,5,3.7,1.6,367|1540|2263|5734|9122,AR|CYLD|FGFR2|PTGER4|SLC16A4,-0.21,Ccdc115
DisGeNET,35,C0340076,Asthmatic pulmonary eosinophilia,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,3567|10758|64805,IL5|TRAF3IP2|P2RY12,-0.21,Ccdc115
DisGeNET,35,C2733158,Cerebral Small Vessel Diseases,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,285|3769|4747,ANGPT2|KCNJ13|NEFL,-0.21,Ccdc115
DisGeNET,35,C1847514,Postnatal microcephaly,,-2.6,11,5.2,30286,62,134,3,2.2,1.3,71|7337|27429,ACTG1|UBE3A|HTRA2,-0.21,Ccdc115
DisGeNET,35,C0156394,Hypertrophy of clitoris,,-2.6,11,5.2,30286,63,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.2,Ccdc115
DisGeNET,35,C0014599,Epithelial hyperplasia,,-2.6,11,5.2,30286,63,134,3,2.2,1.3,3567|7337|55840,IL5|UBE3A|EAF2,-0.2,Ccdc115
Cell Type Signatures,7,M41720,FAN OVARY CL18 B LYMPHOCYTE,,-2.6,3.7,3.8,30286,422,134,7,5.2,1.9,2124|3006|7150|7534|26136|51714|79161,EVI2B|H1-2|TOP1|YWHAZ|TES|SELENOT|TMEM243,-0.19,Ccdc115
DisGeNET,35,C2350236,Idiopathic Interstitial Pneumonias,,-2.5,11,5.1,30286,64,134,3,2.2,1.3,285|3184|5094,ANGPT2|HNRNPD|PCBP2,-0.18,Ccdc115
DisGeNET,35,C4552766,Miscarriage,,-2.5,3.7,3.8,30286,426,134,7,5.2,1.9,285|1540|2263|2321|4907|23767|27306,ANGPT2|CYLD|FGFR2|FLT1|NT5E|FLRT3|HPGDS,-0.18,Ccdc115
DisGeNET,35,C4521042,Complete Trisomy 21 Syndrome,,-2.5,3,3.6,30286,668,134,9,6.7,2.2,443|2321|4747|4869|4907|7314|7337|23452|27306,ASPA|FLT1|NEFL|NPM1|NT5E|UBB|UBE3A|ANGPTL2|HPGDS,-0.18,Ccdc115
DisGeNET,35,C4551689,Sleep-Disordered Breathing,,-2.5,10,5.1,30286,65,134,3,2.2,1.3,71|367|4747,ACTG1|AR|NEFL,-0.18,Ccdc115
DisGeNET,35,C0878773,Overactive Bladder,,-2.5,10,5.1,30286,65,134,3,2.2,1.3,4747|7010|64805,NEFL|TEK|P2RY12,-0.18,Ccdc115
DisGeNET,35,C0010709,Cyst,,-2.5,5.1,4.1,30286,221,134,5,3.7,1.6,285|367|2321|3567|4907,ANGPT2|AR|FLT1|IL5|NT5E,-0.17,Ccdc115
DisGeNET,35,C0035222,"Respiratory Distress Syndrome, Adult",,-2.5,3.6,3.7,30286,434,134,7,5.2,1.9,285|4907|4988|7010|7534|23452|27306,ANGPT2|NT5E|OPRM1|TEK|YWHAZ|ANGPTL2|HPGDS,-0.15,Ccdc115
COVID,200,COVID109,Interactome_Stukalov_A549_72h_M,,-2.5,6.6,4.4,30286,138,134,4,3,1.5,5000|9122|57142|84899,ORC4|SLC16A4|RTN4|TMTC4,-0.14,Ccdc115
DisGeNET,35,C4721806,"Carcinoma, Basal Cell",,-2.5,3.2,3.6,30286,557,134,8,6,2,367|1540|2263|2321|4907|7010|27306|128344,AR|CYLD|FGFR2|FLT1|NT5E|TEK|HPGDS|CIMAP3,-0.13,Ccdc115
DisGeNET,35,C0007758,Cerebellar Ataxia,,-2.5,3.6,3.7,30286,440,134,7,5.2,1.9,212|367|808|4747|7150|7337|552889,ALAS2|AR|CALM3|NEFL|TOP1|UBE3A|ATXN7L3B,-0.12,Ccdc115
DisGeNET,35,C1842083,Abnormality of the ribs,,-2.4,9.8,4.9,30286,69,134,3,2.2,1.3,2263|4998|5000,FGFR2|ORC1|ORC4,-0.12,Ccdc115
DisGeNET,35,C0282612,Prostatic Intraepithelial Neoplasias,,-2.4,4.9,4,30286,230,134,5,3.7,1.6,367|2321|4747|27306|55840,AR|FLT1|NEFL|HPGDS|EAF2,-0.12,Ccdc115
Cell Type Signatures,7,M41713,FAN OVARY CL11 MURAL GRANULOSA CELL,,-2.4,3.6,3.6,30286,443,134,7,5.2,1.9,71|3184|3326|11259|26136|57142|84707,ACTG1|HNRNPD|HSP90AB1|FILIP1L|TES|RTN4|BEX2,-0.12,Ccdc115
DisGeNET,35,C0085281,Addictive Behavior,,-2.4,4.1,3.8,30286,332,134,6,4.5,1.8,367|808|2263|3567|4988|9122,AR|CALM3|FGFR2|IL5|OPRM1|SLC16A4,-0.12,Ccdc115
DisGeNET,35,C3900098,Adult Myelodysplastic Syndrome,,-2.4,4.1,3.8,30286,332,134,6,4.5,1.8,285|367|2321|4869|27306|79184,ANGPT2|AR|FLT1|NPM1|HPGDS|BRCC3,-0.12,Ccdc115
DisGeNET,35,C0034068,Pulmonary Eosinophilia,,-2.4,9.7,4.9,30286,70,134,3,2.2,1.3,3567|10758|64805,IL5|TRAF3IP2|P2RY12,-0.12,Ccdc115
DisGeNET,35,C0017168,Gastroesophageal reflux disease,,-2.4,3.5,3.6,30286,446,134,7,5.2,1.9,443|1540|2321|4907|4998|5000|93986,ASPA|CYLD|FLT1|NT5E|ORC1|ORC4|FOXP2,-0.11,Ccdc115
DisGeNET,35,C0018133,Graft-vs-Host Disease,,-2.4,3.5,3.6,30286,447,134,7,5.2,1.9,285|3567|4869|4907|4988|10803|388015,ANGPT2|IL5|NPM1|NT5E|OPRM1|CCR9|RTL1,-0.11,Ccdc115
DisGeNET,35,C2347761,Childhood Myelodysplastic Syndrome,,-2.4,4,3.7,30286,335,134,6,4.5,1.8,285|367|2321|4869|27306|79184,ANGPT2|AR|FLT1|NPM1|HPGDS|BRCC3,-0.11,Ccdc115
Cell Type Signatures,7,M39168,MURARO PANCREAS ALPHA CELL,,-2.4,3.2,3.5,30286,568,134,8,6,2,3006|3151|4809|5532|5734|7314|28958|84707,H1-2|HMGN2|SNU13|PPP3CB|PTGER4|UBB|COA3|BEX2,-0.11,Ccdc115
DisGeNET,35,C0037772,Spastic Paraplegia,,-2.4,6.3,4.2,30286,144,134,4,3,1.5,808|5354|29978|57531,CALM3|PLP1|UBQLN2|HACE1,-0.11,Ccdc115
DisGeNET,35,C0376634,Craniofacial Abnormalities,,-2.4,4.8,3.9,30286,234,134,5,3.7,1.6,71|658|2263|7337|93986,ACTG1|BMPR1B|FGFR2|UBE3A|FOXP2,-0.11,Ccdc115
DisGeNET,35,C0151650,Renal fibrosis,,-2.4,3.2,3.5,30286,570,134,8,6,2,285|367|2263|4907|6019|8452|23452|27306,ANGPT2|AR|FGFR2|NT5E|RLN2|CUL3|ANGPTL2|HPGDS,-0.11,Ccdc115
DisGeNET,35,C0003872,"Arthritis, Psoriatic",,-2.4,3.5,3.6,30286,450,134,7,5.2,1.9,285|443|3151|7010|10758|23741|29119,ANGPT2|ASPA|HMGN2|TEK|TRAF3IP2|EID1|CTNNA3,-0.11,Ccdc115
DisGeNET,35,C1333015,Childhood Kidney Wilms Tumor,,-2.4,4,3.7,30286,338,134,6,4.5,1.8,367|4747|4869|26136|29119|57531,AR|NEFL|NPM1|TES|CTNNA3|HACE1,-0.11,Ccdc115
DisGeNET,35,C0278488,Carcinoma breast stage IV,,-2.4,3.2,3.5,30286,573,134,8,6,2,71|285|367|2263|4907|7150|9122|27306,ACTG1|ANGPT2|AR|FGFR2|NT5E|TOP1|SLC16A4|HPGDS,-0.11,Ccdc115
DisGeNET,35,C0013421,Dystonia,,-2.4,3.5,3.6,30286,453,134,7,5.2,1.9,4988|5354|10846|27429|29978|57531|124512,OPRM1|PLP1|PDE10A|HTRA2|UBQLN2|HACE1|METTL23,-0.1,Ccdc115
Cell Type Signatures,7,M40269,DESCARTES FETAL PANCREAS ENS GLIA,,-2.4,9.2,4.7,30286,74,134,3,2.2,1.3,443|5354|9122,ASPA|PLP1|SLC16A4,-0.089,Ccdc115
DisGeNET,35,C0029927,Ovarian Cysts,,-2.4,9.2,4.7,30286,74,134,3,2.2,1.3,2321|2857|5734,FLT1|GPR34|PTGER4,-0.089,Ccdc115
Cell Type Signatures,7,M39236,LAKE ADULT KIDNEY C17 COLLECTING SYSTEM PCS STRESSED DISSOC SUBSET,,-2.4,4.7,3.8,30286,240,134,5,3.7,1.6,71|658|7150|7534|57142,ACTG1|BMPR1B|TOP1|YWHAZ|RTN4,-0.089,Ccdc115
DisGeNET,35,C0026838,Muscle Spasticity,,-2.4,3.1,3.4,30286,580,134,8,6,2,367|443|4747|4988|5354|27429|29978|124512,AR|ASPA|NEFL|OPRM1|PLP1|HTRA2|UBQLN2|METTL23,-0.089,Ccdc115
Cell Type Signatures,7,M40010,BUSSLINGER GASTRIC ISTHMUS CELLS,,-2.4,3.5,3.5,30286,458,134,7,5.2,1.9,71|808|3326|7150|7529|7534|26136,ACTG1|CALM3|HSP90AB1|TOP1|YWHAB|YWHAZ|TES,-0.089,Ccdc115
DisGeNET,35,C0314719,Dryness of eye,,-2.4,6.1,4.1,30286,149,134,4,3,1.5,367|3567|27306|79184,AR|IL5|HPGDS|BRCC3,-0.089,Ccdc115
DisGeNET,35,C3665444,Neutrophilia (disorder),,-2.3,6,4.1,30286,150,134,4,3,1.5,367|3567|7010|10758,AR|IL5|TEK|TRAF3IP2,-0.082,Ccdc115
Cell Type Signatures,7,M40182,DESCARTES FETAL EYE SMOOTH MUSCLE CELLS,,-2.3,9,4.6,30286,75,134,3,2.2,1.3,443|23682|203547,ASPA|RAB38|VMA21,-0.082,Ccdc115
Cell Type Signatures,7,M39068,MANNO MIDBRAIN NEUROTYPES HDA1,,-2.3,3.1,3.4,30286,584,134,8,6,2,1687|2742|2823|26136|55450|57515|93986|408263,GSDME|GLRA2|GPM6A|TES|CAMK2N1|SERINC1|FOXP2|FNDC9,-0.082,Ccdc115
DisGeNET,35,C0001175,Acquired Immunodeficiency Syndrome,,-2.3,4.7,3.8,30286,243,134,5,3.7,1.6,367|2246|3567|4988|23452,AR|FGF1|IL5|OPRM1|ANGPTL2,-0.08,Ccdc115
DisGeNET,35,C0334533,Arteriovenous hemangioma,,-2.3,8.9,4.6,30286,76,134,3,2.2,1.3,285|2321|7010,ANGPT2|FLT1|TEK,-0.073,Ccdc115
DisGeNET,35,C0302142,Deformity,,-2.3,3.9,3.6,30286,350,134,6,4.5,1.8,71|285|658|2263|5354|7010,ACTG1|ANGPT2|BMPR1B|FGFR2|PLP1|TEK,-0.071,Ccdc115
DisGeNET,35,C0574785,Lower Urinary Tract Symptoms,,-2.3,8.8,4.6,30286,77,134,3,2.2,1.3,367|2263|64805,AR|FGFR2|P2RY12,-0.062,Ccdc115
DisGeNET,35,C1510472,Drug Dependence,,-2.3,4.6,3.7,30286,248,134,5,3.7,1.6,367|4869|4988|27306|29119,AR|NPM1|OPRM1|HPGDS|CTNNA3,-0.058,Ccdc115
DisGeNET,35,C1868684,"EAR, PATELLA, SHORT STATURE SYNDROME",,-2.3,8.7,4.5,30286,78,134,3,2.2,1.3,71|4998|5000,ACTG1|ORC1|ORC4,-0.058,Ccdc115
DisGeNET,35,C0087012,"Ataxia, Spinocerebellar",,-2.3,5.8,4,30286,155,134,4,3,1.5,212|367|4747|7150,ALAS2|AR|NEFL|TOP1,-0.058,Ccdc115
DisGeNET,35,C4733092,estrogen receptor-negative breast cancer,,-2.3,3.8,3.6,30286,356,134,6,4.5,1.8,285|367|2246|2263|2321|3326,ANGPT2|AR|FGF1|FGFR2|FLT1|HSP90AB1,-0.058,Ccdc115
DisGeNET,35,C0013238,Dry Eye Syndromes,,-2.3,5.8,4,30286,156,134,4,3,1.5,367|3567|27306|79184,AR|IL5|HPGDS|BRCC3,-0.058,Ccdc115
COVID,200,COVID200,Ubiquitinome_Stukalov_A549-ACE2_6h_Down,,-2.3,4.5,3.7,30286,250,134,5,3.7,1.6,71|226|3006|4869|8452,ACTG1|ALDOA|H1-2|NPM1|CUL3,-0.058,Ccdc115
Cell Type Signatures,7,M39048,MANNO MIDBRAIN NEUROTYPES BASAL,,-2.3,8.6,4.5,30286,79,134,3,2.2,1.3,71|6613|7314,ACTG1|SUMO2|UBB,-0.058,Ccdc115
DisGeNET,35,C0042025,Urinary Stress Incontinence,,-2.3,8.6,4.5,30286,79,134,3,2.2,1.3,71|367|10209,ACTG1|AR|EIF1,-0.058,Ccdc115
Cell Type Signatures,7,M40003,BUSSLINGER ESOPHAGEAL EARLY SUPRABASAL CELLS,,-2.3,8.6,4.5,30286,79,134,3,2.2,1.3,3184|3326|4869,HNRNPD|HSP90AB1|NPM1,-0.058,Ccdc115
Cell Type Signatures,7,M39033,FAN EMBRYONIC CTX ASTROCYTE 1,,-2.3,8.6,4.5,30286,79,134,3,2.2,1.3,4067|9068|91851,LYN|ANGPTL1|CHRDL1,-0.058,Ccdc115
DisGeNET,35,C0015230,Exanthema,,-2.3,4.5,3.7,30286,251,134,5,3.7,1.6,367|3567|7010|10758|27306,AR|IL5|TEK|TRAF3IP2|HPGDS,-0.058,Ccdc115
Cell Type Signatures,7,M41709,FAN OVARY CL7 ANGEIOGENIC ENDOTHELIAL CELL,,-2.3,4.5,3.7,30286,251,134,5,3.7,1.6,285|830|7529|23741|55082,ANGPT2|CAPZA2|YWHAB|EID1|ARGLU1,-0.058,Ccdc115
DisGeNET,35,C0000772,Multiple congenital anomalies,,-2.3,4.5,3.7,30286,251,134,5,3.7,1.6,71|2263|5354|8452|124512,ACTG1|FGFR2|PLP1|CUL3|METTL23,-0.058,Ccdc115
DisGeNET,35,C0271084,Exudative age-related macular degeneration,,-2.3,5.7,4,30286,158,134,4,3,1.5,285|2321|7010|27306,ANGPT2|FLT1|TEK|HPGDS,-0.053,Ccdc115
DisGeNET,35,C1737329,Dysmorphism,,-2.3,8.5,4.5,30286,80,134,3,2.2,1.3,367|2263|93986,AR|FGFR2|FOXP2,-0.053,Ccdc115
DisGeNET,35,C0151811,Subcutaneous nodule,,-2.3,8.5,4.5,30286,80,134,3,2.2,1.3,1540|2263|7010,CYLD|FGFR2|TEK,-0.053,Ccdc115
Cell Type Signatures,7,M40233,DESCARTES FETAL LIVER STELLATE CELLS,,-2.3,5.7,3.9,30286,159,134,4,3,1.5,658|2246|2263|9037,BMPR1B|FGF1|FGFR2|SEMA5A,-0.047,Ccdc115
Cell Type Signatures,7,M41691,TRAVAGLINI LUNG PLATELET MEGAKARYOCYTE CELL,,-2.3,3,3.3,30286,604,134,8,6,2,808|830|3006|7534|57142|64805|128344|401494,CALM3|CAPZA2|H1-2|YWHAZ|RTN4|P2RY12|CIMAP3|HACD4,-0.047,Ccdc115
DisGeNET,35,C0026650,Movement Disorders,,-2.3,3.7,3.5,30286,362,134,6,4.5,1.8,4988|7337|7534|10846|27429|93986,OPRM1|UBE3A|YWHAZ|PDE10A|HTRA2|FOXP2,-0.047,Ccdc115
DisGeNET,35,C0520679,"Sleep Apnea, Obstructive",,-2.2,3.3,3.4,30286,480,134,7,5.2,1.9,226|285|367|808|4907|4988|7010,ALDOA|ANGPT2|AR|CALM3|NT5E|OPRM1|TEK,-0.047,Ccdc115
DisGeNET,35,C0037286,Skin Neoplasms,,-2.2,3.7,3.5,30286,363,134,6,4.5,1.8,1540|2263|2321|3858|4869|27306,CYLD|FGFR2|FLT1|KRT10|NPM1|HPGDS,-0.047,Ccdc115
DisGeNET,35,C0220615,Adult Acute Myeloblastic Leukemia,,-2.2,5.7,3.9,30286,160,134,4,3,1.5,808|2321|4869|27306,CALM3|FLT1|NPM1|HPGDS,-0.047,Ccdc115
Cell Type Signatures,7,M41711,FAN OVARY CL9 PUTATIVE APOPTOTIC ENDOTHELIAL CELL,,-2.2,3.7,3.5,30286,365,134,6,4.5,1.8,285|830|4809|7150|7314|55082,ANGPT2|CAPZA2|SNU13|TOP1|UBB|ARGLU1,-0.042,Ccdc115
DisGeNET,35,C0027022,Myeloproliferative disease,,-2.2,3.7,3.5,30286,365,134,6,4.5,1.8,367|2321|3567|4067|4869|7010,AR|FLT1|IL5|LYN|NPM1|TEK,-0.042,Ccdc115
DisGeNET,35,C0009763,Conjunctivitis,,-2.2,8.3,4.4,30286,82,134,3,2.2,1.3,2263|7010|196294,FGFR2|TEK|IMMP1L,-0.042,Ccdc115
DisGeNET,35,C0027430,Nasal Polyps,,-2.2,3.3,3.4,30286,484,134,7,5.2,1.9,71|285|2246|3567|7534|10758|27306,ACTG1|ANGPT2|FGF1|IL5|YWHAZ|TRAF3IP2|HPGDS,-0.039,Ccdc115
DisGeNET,35,C0079772,T-Cell Lymphoma,,-2.2,3.3,3.3,30286,485,134,7,5.2,1.9,367|3326|3567|4869|4988|10803|57531,AR|HSP90AB1|IL5|NPM1|OPRM1|CCR9|HACE1,-0.037,Ccdc115
PaGenBase,36,PGB:00039,Tissue-specific: uterus,,-2.2,8.2,4.4,30286,83,134,3,2.2,1.3,3357|10846|11259,HTR2B|PDE10A|FILIP1L,-0.036,Ccdc115
DisGeNET,35,C3469186,"HEMOCHROMATOSIS, TYPE 1",,-2.2,8.2,4.4,30286,83,134,3,2.2,1.3,1540|27306|55840,CYLD|HPGDS|EAF2,-0.036,Ccdc115
DisGeNET,35,C0162298,Joint stiffness,,-2.2,5.5,3.9,30286,163,134,4,3,1.5,71|658|2263|4907,ACTG1|BMPR1B|FGFR2|NT5E,-0.036,Ccdc115
DisGeNET,35,C0013362,Dysarthria,,-2.2,3.2,3.3,30286,487,134,7,5.2,1.9,367|5354|10846|23767|29978|57531|93986,AR|PLP1|PDE10A|FLRT3|UBQLN2|HACE1|FOXP2,-0.036,Ccdc115
Cell Type Signatures,7,M39104,ZHONG PFC C3 MICROGLIA,,-2.2,3.2,3.3,30286,488,134,7,5.2,1.9,2742|4747|5532|27328|55450|84707|552889,GLRA2|NEFL|PPP3CB|PCDH11X|CAMK2N1|BEX2|ATXN7L3B,-0.036,Ccdc115
DisGeNET,35,C0020443,Hypercholesterolemia,,-2.2,3.2,3.3,30286,489,134,7,5.2,1.9,367|2321|4907|6613|7534|27306|27329,AR|FLT1|NT5E|SUMO2|YWHAZ|HPGDS|ANGPTL3,-0.036,Ccdc115
TRRUST,34,TRR00280,Regulated by: ETS1,,-2.2,8.1,4.3,30286,84,134,3,2.2,1.3,285|2321|3567,ANGPT2|FLT1|IL5,-0.036,Ccdc115
DisGeNET,35,C1857108,Limitation of joint mobility,,-2.2,8.1,4.3,30286,84,134,3,2.2,1.3,658|2263|5354,BMPR1B|FGFR2|PLP1,-0.036,Ccdc115
DisGeNET,35,C0079218,"Fibromatosis, Aggressive",,-2.2,8.1,4.3,30286,84,134,3,2.2,1.3,367|4067|29119,AR|LYN|CTNNA3,-0.036,Ccdc115
Cell Type Signatures,7,M39022,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-2.2,3.7,3.4,30286,371,134,6,4.5,1.8,2124|2857|3006|4067|27306|64805,EVI2B|GPR34|H1-2|LYN|HPGDS|P2RY12,-0.036,Ccdc115
DisGeNET,35,C1854494,Slow progression,,-2.2,5.5,3.8,30286,165,134,4,3,1.5,367|4747|5354|203547,AR|NEFL|PLP1|VMA21,-0.036,Ccdc115
DisGeNET,35,C4025790,Specific learning disability,,-2.2,5.5,3.8,30286,165,134,4,3,1.5,71|4998|5000|93986,ACTG1|ORC1|ORC4|FOXP2,-0.036,Ccdc115
DisGeNET,35,C1997217,Low grade glioma,,-2.2,8,4.3,30286,85,134,3,2.2,1.3,367|2321|26292,AR|FLT1|MYCBP,-0.033,Ccdc115
DisGeNET,35,C0014869,Peptic Esophagitis,,-2.2,8,4.3,30286,85,134,3,2.2,1.3,1540|3567|27306,CYLD|IL5|HPGDS,-0.033,Ccdc115
DisGeNET,35,C0242422,Parkinsonian Disorders,,-2.2,3.6,3.4,30286,373,134,6,4.5,1.8,4067|4747|7534|10846|27306|27429,LYN|NEFL|YWHAZ|PDE10A|HPGDS|HTRA2,-0.033,Ccdc115
DisGeNET,35,C0007138,"Carcinoma, Transitional Cell",,-2.2,2.9,3.2,30286,622,134,8,6,2,285|367|2263|2321|9122|27306|29119|29978,ANGPT2|AR|FGFR2|FLT1|SLC16A4|HPGDS|CTNNA3|UBQLN2,-0.028,Ccdc115
DisGeNET,35,C0162809,Kallmann Syndrome,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,2246|4907|23767,FGF1|NT5E|FLRT3,-0.028,Ccdc115
DisGeNET,35,C4021611,Abnormality of epiphysis morphology,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,658|4998|5000,BMPR1B|ORC1|ORC4,-0.028,Ccdc115
DisGeNET,35,C0220656,Malignant ascites,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,2263|7010|9122,FGFR2|TEK|SLC16A4,-0.028,Ccdc115
DisGeNET,35,C0008626,Congenital chromosomal disease,,-2.2,2.7,3.1,30286,757,134,9,6.7,2.2,52|367|808|2321|3567|4869|4988|27306|388015,ACP1|AR|CALM3|FLT1|IL5|NPM1|OPRM1|HPGDS|RTL1,-0.028,Ccdc115
DisGeNET,35,C0005779,Blood Coagulation Disorders,,-2.2,4.2,3.5,30286,266,134,5,3.7,1.6,71|285|367|2263|64805,ACTG1|ANGPT2|AR|FGFR2|P2RY12,-0.028,Ccdc115
DisGeNET,35,C0234251,Inflammatory pain,,-2.2,4.2,3.5,30286,266,134,5,3.7,1.6,4988|5734|27306|64805|388015,OPRM1|PTGER4|HPGDS|P2RY12|RTL1,-0.028,Ccdc115
Cell Type Signatures,7,M39258,MENON FETAL KIDNEY 8 CONNECTING TUBULE CELLS,,-2.2,4.2,3.5,30286,267,134,5,3.7,1.6,7529|28958|55450|57142|84707,YWHAB|COA3|CAMK2N1|RTN4|BEX2,-0.025,Ccdc115
DisGeNET,35,C0007095,Carcinoid Tumor,,-2.2,4.2,3.5,30286,267,134,5,3.7,1.6,3357|23682|26292|27306|57142,HTR2B|RAB38|MYCBP|HPGDS|RTN4,-0.025,Ccdc115
