_MEMBER_Ccdc115,_LogP_Ccdc115,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.4,C0282612,M1,1,0,DisGeNET,35,Prostatic Intraepithelial Neoplasias,,-2.4,4.9,4,30286,230,134,5,3.7,1.6,367|2321|4747|27306|55840,AR|FLT1|NEFL|HPGDS|EAF2,-0.12,0
1,-2.4,C0085281,M1,1,0,DisGeNET,35,Addictive Behavior,,-2.4,4.1,3.8,30286,332,134,6,4.5,1.8,367|808|2263|3567|4988|9122,AR|CALM3|FGFR2|IL5|OPRM1|SLC16A4,-0.12,0
1,-2.4,C3900098,M1,1,0,DisGeNET,35,Adult Myelodysplastic Syndrome,,-2.4,4.1,3.8,30286,332,134,6,4.5,1.8,285|367|2321|4869|27306|79184,ANGPT2|AR|FLT1|NPM1|HPGDS|BRCC3,-0.12,0
1,-2.4,C0034068,M1,1,0,DisGeNET,35,Pulmonary Eosinophilia,,-2.4,9.7,4.9,30286,70,134,3,2.2,1.3,3567|10758|64805,IL5|TRAF3IP2|P2RY12,-0.12,0
1,-2.4,C0017168,M1,1,0,DisGeNET,35,Gastroesophageal reflux disease,,-2.4,3.5,3.6,30286,446,134,7,5.2,1.9,443|1540|2321|4907|4998|5000|93986,ASPA|CYLD|FLT1|NT5E|ORC1|ORC4|FOXP2,-0.11,0
1,-2.4,C0018133,M1,1,0,DisGeNET,35,Graft-vs-Host Disease,,-2.4,3.5,3.6,30286,447,134,7,5.2,1.9,285|3567|4869|4907|4988|10803|388015,ANGPT2|IL5|NPM1|NT5E|OPRM1|CCR9|RTL1,-0.11,0
1,-2.4,C2347761,M1,1,0,DisGeNET,35,Childhood Myelodysplastic Syndrome,,-2.4,4,3.7,30286,335,134,6,4.5,1.8,285|367|2321|4869|27306|79184,ANGPT2|AR|FLT1|NPM1|HPGDS|BRCC3,-0.11,0
1,-2.4,C0037772,M1,1,0,DisGeNET,35,Spastic Paraplegia,,-2.4,6.3,4.2,30286,144,134,4,3,1.5,808|5354|29978|57531,CALM3|PLP1|UBQLN2|HACE1,-0.11,0
1,-2.4,C0376634,M1,1,0,DisGeNET,35,Craniofacial Abnormalities,,-2.4,4.8,3.9,30286,234,134,5,3.7,1.6,71|658|2263|7337|93986,ACTG1|BMPR1B|FGFR2|UBE3A|FOXP2,-0.11,0
1,-2.4,C0151650,M1,1,0,DisGeNET,35,Renal fibrosis,,-2.4,3.2,3.5,30286,570,134,8,6,2,285|367|2263|4907|6019|8452|23452|27306,ANGPT2|AR|FGFR2|NT5E|RLN2|CUL3|ANGPTL2|HPGDS,-0.11,0
1,-2.4,C0003872,M1,1,0,DisGeNET,35,"Arthritis, Psoriatic",,-2.4,3.5,3.6,30286,450,134,7,5.2,1.9,285|443|3151|7010|10758|23741|29119,ANGPT2|ASPA|HMGN2|TEK|TRAF3IP2|EID1|CTNNA3,-0.11,0
1,-2.4,C1333015,M1,1,0,DisGeNET,35,Childhood Kidney Wilms Tumor,,-2.4,4,3.7,30286,338,134,6,4.5,1.8,367|4747|4869|26136|29119|57531,AR|NEFL|NPM1|TES|CTNNA3|HACE1,-0.11,0
1,-2.4,C0278488,M1,1,0,DisGeNET,35,Carcinoma breast stage IV,,-2.4,3.2,3.5,30286,573,134,8,6,2,71|285|367|2263|4907|7150|9122|27306,ACTG1|ANGPT2|AR|FGFR2|NT5E|TOP1|SLC16A4|HPGDS,-0.11,0
1,-2.4,C0013421,M1,1,0,DisGeNET,35,Dystonia,,-2.4,3.5,3.6,30286,453,134,7,5.2,1.9,4988|5354|10846|27429|29978|57531|124512,OPRM1|PLP1|PDE10A|HTRA2|UBQLN2|HACE1|METTL23,-0.1,0
1,-2.4,C0029927,M1,1,0,DisGeNET,35,Ovarian Cysts,,-2.4,9.2,4.7,30286,74,134,3,2.2,1.3,2321|2857|5734,FLT1|GPR34|PTGER4,-0.089,0
1,-2.4,C0026838,M1,1,0,DisGeNET,35,Muscle Spasticity,,-2.4,3.1,3.4,30286,580,134,8,6,2,367|443|4747|4988|5354|27429|29978|124512,AR|ASPA|NEFL|OPRM1|PLP1|HTRA2|UBQLN2|METTL23,-0.089,0
1,-2.4,C0314719,M1,1,0,DisGeNET,35,Dryness of eye,,-2.4,6.1,4.1,30286,149,134,4,3,1.5,367|3567|27306|79184,AR|IL5|HPGDS|BRCC3,-0.089,0
1,-2.3,C3665444,M1,1,0,DisGeNET,35,Neutrophilia (disorder),,-2.3,6,4.1,30286,150,134,4,3,1.5,367|3567|7010|10758,AR|IL5|TEK|TRAF3IP2,-0.082,0
1,-2.3,C0001175,M1,1,0,DisGeNET,35,Acquired Immunodeficiency Syndrome,,-2.3,4.7,3.8,30286,243,134,5,3.7,1.6,367|2246|3567|4988|23452,AR|FGF1|IL5|OPRM1|ANGPTL2,-0.08,0
1,-2.3,C0334533,M1,1,0,DisGeNET,35,Arteriovenous hemangioma,,-2.3,8.9,4.6,30286,76,134,3,2.2,1.3,285|2321|7010,ANGPT2|FLT1|TEK,-0.073,0
1,-2.3,C0302142,M1,1,0,DisGeNET,35,Deformity,,-2.3,3.9,3.6,30286,350,134,6,4.5,1.8,71|285|658|2263|5354|7010,ACTG1|ANGPT2|BMPR1B|FGFR2|PLP1|TEK,-0.071,0
1,-2.3,C0574785,M1,1,0,DisGeNET,35,Lower Urinary Tract Symptoms,,-2.3,8.8,4.6,30286,77,134,3,2.2,1.3,367|2263|64805,AR|FGFR2|P2RY12,-0.062,0
1,-2.3,C1510472,M1,1,0,DisGeNET,35,Drug Dependence,,-2.3,4.6,3.7,30286,248,134,5,3.7,1.6,367|4869|4988|27306|29119,AR|NPM1|OPRM1|HPGDS|CTNNA3,-0.058,0
1,-2.3,C1868684,M1,1,0,DisGeNET,35,"EAR, PATELLA, SHORT STATURE SYNDROME",,-2.3,8.7,4.5,30286,78,134,3,2.2,1.3,71|4998|5000,ACTG1|ORC1|ORC4,-0.058,0
1,-2.3,C0087012,M1,1,0,DisGeNET,35,"Ataxia, Spinocerebellar",,-2.3,5.8,4,30286,155,134,4,3,1.5,212|367|4747|7150,ALAS2|AR|NEFL|TOP1,-0.058,0
1,-2.3,C4733092,M1,1,0,DisGeNET,35,estrogen receptor-negative breast cancer,,-2.3,3.8,3.6,30286,356,134,6,4.5,1.8,285|367|2246|2263|2321|3326,ANGPT2|AR|FGF1|FGFR2|FLT1|HSP90AB1,-0.058,0
1,-2.3,C0013238,M1,1,0,DisGeNET,35,Dry Eye Syndromes,,-2.3,5.8,4,30286,156,134,4,3,1.5,367|3567|27306|79184,AR|IL5|HPGDS|BRCC3,-0.058,0
1,-2.3,C0042025,M1,1,0,DisGeNET,35,Urinary Stress Incontinence,,-2.3,8.6,4.5,30286,79,134,3,2.2,1.3,71|367|10209,ACTG1|AR|EIF1,-0.058,0
1,-2.3,C0000772,M1,1,0,DisGeNET,35,Multiple congenital anomalies,,-2.3,4.5,3.7,30286,251,134,5,3.7,1.6,71|2263|5354|8452|124512,ACTG1|FGFR2|PLP1|CUL3|METTL23,-0.058,0
1,-2.3,C0015230,M1,1,0,DisGeNET,35,Exanthema,,-2.3,4.5,3.7,30286,251,134,5,3.7,1.6,367|3567|7010|10758|27306,AR|IL5|TEK|TRAF3IP2|HPGDS,-0.058,0
1,-2.3,C0271084,M1,1,0,DisGeNET,35,Exudative age-related macular degeneration,,-2.3,5.7,4,30286,158,134,4,3,1.5,285|2321|7010|27306,ANGPT2|FLT1|TEK|HPGDS,-0.053,0
1,-2.3,C0151811,M1,1,0,DisGeNET,35,Subcutaneous nodule,,-2.3,8.5,4.5,30286,80,134,3,2.2,1.3,1540|2263|7010,CYLD|FGFR2|TEK,-0.053,0
1,-2.3,C1737329,M1,1,0,DisGeNET,35,Dysmorphism,,-2.3,8.5,4.5,30286,80,134,3,2.2,1.3,367|2263|93986,AR|FGFR2|FOXP2,-0.053,0
1,-2.3,C0026650,M1,1,0,DisGeNET,35,Movement Disorders,,-2.3,3.7,3.5,30286,362,134,6,4.5,1.8,4988|7337|7534|10846|27429|93986,OPRM1|UBE3A|YWHAZ|PDE10A|HTRA2|FOXP2,-0.047,0
1,-2.2,C0520679,M1,1,0,DisGeNET,35,"Sleep Apnea, Obstructive",,-2.2,3.3,3.4,30286,480,134,7,5.2,1.9,226|285|367|808|4907|4988|7010,ALDOA|ANGPT2|AR|CALM3|NT5E|OPRM1|TEK,-0.047,0
1,-2.2,C0037286,M1,1,0,DisGeNET,35,Skin Neoplasms,,-2.2,3.7,3.5,30286,363,134,6,4.5,1.8,1540|2263|2321|3858|4869|27306,CYLD|FGFR2|FLT1|KRT10|NPM1|HPGDS,-0.047,0
1,-2.2,C0220615,M1,1,0,DisGeNET,35,Adult Acute Myeloblastic Leukemia,,-2.2,5.7,3.9,30286,160,134,4,3,1.5,808|2321|4869|27306,CALM3|FLT1|NPM1|HPGDS,-0.047,0
1,-2.2,C0027022,M1,1,0,DisGeNET,35,Myeloproliferative disease,,-2.2,3.7,3.5,30286,365,134,6,4.5,1.8,367|2321|3567|4067|4869|7010,AR|FLT1|IL5|LYN|NPM1|TEK,-0.042,0
1,-2.2,C0009763,M1,1,0,DisGeNET,35,Conjunctivitis,,-2.2,8.3,4.4,30286,82,134,3,2.2,1.3,2263|7010|196294,FGFR2|TEK|IMMP1L,-0.042,0
1,-2.2,C0027430,M1,1,0,DisGeNET,35,Nasal Polyps,,-2.2,3.3,3.4,30286,484,134,7,5.2,1.9,71|285|2246|3567|7534|10758|27306,ACTG1|ANGPT2|FGF1|IL5|YWHAZ|TRAF3IP2|HPGDS,-0.039,0
1,-2.2,C0079772,M1,1,0,DisGeNET,35,T-Cell Lymphoma,,-2.2,3.3,3.3,30286,485,134,7,5.2,1.9,367|3326|3567|4869|4988|10803|57531,AR|HSP90AB1|IL5|NPM1|OPRM1|CCR9|HACE1,-0.037,0
1,-2.2,C3469186,M1,1,0,DisGeNET,35,"HEMOCHROMATOSIS, TYPE 1",,-2.2,8.2,4.4,30286,83,134,3,2.2,1.3,1540|27306|55840,CYLD|HPGDS|EAF2,-0.036,0
1,-2.2,C0162298,M1,1,0,DisGeNET,35,Joint stiffness,,-2.2,5.5,3.9,30286,163,134,4,3,1.5,71|658|2263|4907,ACTG1|BMPR1B|FGFR2|NT5E,-0.036,0
1,-2.2,C0013362,M1,1,0,DisGeNET,35,Dysarthria,,-2.2,3.2,3.3,30286,487,134,7,5.2,1.9,367|5354|10846|23767|29978|57531|93986,AR|PLP1|PDE10A|FLRT3|UBQLN2|HACE1|FOXP2,-0.036,0
1,-2.2,C0020443,M1,1,0,DisGeNET,35,Hypercholesterolemia,,-2.2,3.2,3.3,30286,489,134,7,5.2,1.9,367|2321|4907|6613|7534|27306|27329,AR|FLT1|NT5E|SUMO2|YWHAZ|HPGDS|ANGPTL3,-0.036,0
1,-2.2,C0079218,M1,1,0,DisGeNET,35,"Fibromatosis, Aggressive",,-2.2,8.1,4.3,30286,84,134,3,2.2,1.3,367|4067|29119,AR|LYN|CTNNA3,-0.036,0
1,-2.2,C1857108,M1,1,0,DisGeNET,35,Limitation of joint mobility,,-2.2,8.1,4.3,30286,84,134,3,2.2,1.3,658|2263|5354,BMPR1B|FGFR2|PLP1,-0.036,0
1,-2.2,C1854494,M1,1,0,DisGeNET,35,Slow progression,,-2.2,5.5,3.8,30286,165,134,4,3,1.5,367|4747|5354|203547,AR|NEFL|PLP1|VMA21,-0.036,0
1,-2.2,C4025790,M1,1,0,DisGeNET,35,Specific learning disability,,-2.2,5.5,3.8,30286,165,134,4,3,1.5,71|4998|5000|93986,ACTG1|ORC1|ORC4|FOXP2,-0.036,0
1,-2.2,C0014869,M1,1,0,DisGeNET,35,Peptic Esophagitis,,-2.2,8,4.3,30286,85,134,3,2.2,1.3,1540|3567|27306,CYLD|IL5|HPGDS,-0.033,0
1,-2.2,C1997217,M1,1,0,DisGeNET,35,Low grade glioma,,-2.2,8,4.3,30286,85,134,3,2.2,1.3,367|2321|26292,AR|FLT1|MYCBP,-0.033,0
1,-2.2,C0242422,M1,1,0,DisGeNET,35,Parkinsonian Disorders,,-2.2,3.6,3.4,30286,373,134,6,4.5,1.8,4067|4747|7534|10846|27306|27429,LYN|NEFL|YWHAZ|PDE10A|HPGDS|HTRA2,-0.033,0
1,-2.2,C0007138,M1,1,0,DisGeNET,35,"Carcinoma, Transitional Cell",,-2.2,2.9,3.2,30286,622,134,8,6,2,285|367|2263|2321|9122|27306|29119|29978,ANGPT2|AR|FGFR2|FLT1|SLC16A4|HPGDS|CTNNA3|UBQLN2,-0.028,0
1,-2.2,C0162809,M1,1,0,DisGeNET,35,Kallmann Syndrome,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,2246|4907|23767,FGF1|NT5E|FLRT3,-0.028,0
1,-2.2,C0220656,M1,1,0,DisGeNET,35,Malignant ascites,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,2263|7010|9122,FGFR2|TEK|SLC16A4,-0.028,0
1,-2.2,C4021611,M1,1,0,DisGeNET,35,Abnormality of epiphysis morphology,,-2.2,7.9,4.3,30286,86,134,3,2.2,1.3,658|4998|5000,BMPR1B|ORC1|ORC4,-0.028,0
1,-2.2,C0008626,M1,1,0,DisGeNET,35,Congenital chromosomal disease,,-2.2,2.7,3.1,30286,757,134,9,6.7,2.2,52|367|808|2321|3567|4869|4988|27306|388015,ACP1|AR|CALM3|FLT1|IL5|NPM1|OPRM1|HPGDS|RTL1,-0.028,0
1,-2.2,C0005779,M1,1,0,DisGeNET,35,Blood Coagulation Disorders,,-2.2,4.2,3.5,30286,266,134,5,3.7,1.6,71|285|367|2263|64805,ACTG1|ANGPT2|AR|FGFR2|P2RY12,-0.028,0
1,-2.2,C0234251,M1,1,0,DisGeNET,35,Inflammatory pain,,-2.2,4.2,3.5,30286,266,134,5,3.7,1.6,4988|5734|27306|64805|388015,OPRM1|PTGER4|HPGDS|P2RY12|RTL1,-0.028,0
1,-2.2,C0007095,M1,1,0,DisGeNET,35,Carcinoid Tumor,,-2.2,4.2,3.5,30286,267,134,5,3.7,1.6,3357|23682|26292|27306|57142,HTR2B|RAB38|MYCBP|HPGDS|RTN4,-0.025,0
1,-2.2,C1861172,M1,1,0,DisGeNET,35,Venous Thromboembolism,,-2.2,3.6,3.4,30286,378,134,6,4.5,1.8,285|4907|7534|55840|64805|79184,ANGPT2|NT5E|YWHAZ|EAF2|P2RY12|BRCC3,-0.025,0
1,-2.1,C0018553,M1,1,0,DisGeNET,35,"Hamartoma Syndrome, Multiple",,-2.1,4.2,3.5,30286,270,134,5,3.7,1.6,367|2263|9122|10803|64805,AR|FGFR2|SLC16A4|CCR9|P2RY12,-0.015,0
1,-2.1,C3875321,M1,1,0,DisGeNET,35,Inflammatory dermatosis,,-2.1,3.5,3.3,30286,382,134,6,4.5,1.8,2263|3567|3858|7010|10758|27306,FGFR2|IL5|KRT10|TEK|TRAF3IP2|HPGDS,-0.012,0
1,-2.1,C0025362,M1,1,0,DisGeNET,35,Mental Retardation,,-2.1,3.1,3.2,30286,504,134,7,5.2,1.9,367|2321|3187|4747|7337|9037|93986,AR|FLT1|HNRNPH1|NEFL|UBE3A|SEMA5A|FOXP2,-0.012,0
1,-2.1,C0578870,M1,1,0,DisGeNET,35,Chronic idiopathic urticaria,,-2.1,7.6,4.2,30286,89,134,3,2.2,1.3,71|3567|27306,ACTG1|IL5|HPGDS,-0.012,0
1,-2.1,C1176475,M1,1,0,DisGeNET,35,Ductal Carcinoma,,-2.1,4.1,3.5,30286,273,134,5,3.7,1.6,226|285|367|2321|27306,ALDOA|ANGPT2|AR|FLT1|HPGDS,-0.0073,0
1,-2.1,C0494463,M1,1,0,DisGeNET,35,"Alzheimer Disease, Late Onset",,-2.1,3.5,3.3,30286,385,134,6,4.5,1.8,71|808|8633|27306|27328|29119,ACTG1|CALM3|UNC5C|HPGDS|PCDH11X|CTNNA3,-0.0073,0
1,-2.1,C0917801,M1,1,0,DisGeNET,35,Sleeplessness,,-2.1,5.2,3.7,30286,174,134,4,3,1.5,71|367|4988|27429,ACTG1|AR|OPRM1|HTRA2,-0.0047,0
1,-2.1,C0278595,M1,1,0,DisGeNET,35,Adult Fibrosarcoma,,-2.1,3.5,3.3,30286,387,134,6,4.5,1.8,2246|2321|7010|7150|9068|388015,FGF1|FLT1|TEK|TOP1|ANGPTL1|RTL1,-0.0021,0
1,-2.1,C4290046,M1,1,0,DisGeNET,35,trachomatis,,-2.1,5.2,3.7,30286,175,134,4,3,1.5,71|2321|3567|27306,ACTG1|FLT1|IL5|HPGDS,-0.0014,0
1,-2.1,C0021125,M1,1,0,DisGeNET,35,Impulsive Behavior,,-2.1,4.1,3.4,30286,276,134,5,3.7,1.6,367|3357|4988|27429|124512,AR|HTR2B|OPRM1|HTRA2|METTL23,-0.00068,0
1,-2.1,C0011168,M1,1,0,DisGeNET,35,Deglutition Disorders,,-2.1,3.5,3.3,30286,389,134,6,4.5,1.8,367|443|3567|4907|5354|29978,AR|ASPA|IL5|NT5E|PLP1|UBQLN2,-0.00045,0
1,-2.1,C0153690,M1,1,0,DisGeNET,35,Secondary malignant neoplasm of bone,,-2.1,2.8,3.1,30286,647,134,8,6,2,285|367|2263|2321|7010|9122|9358|23452,ANGPT2|AR|FGFR2|FLT1|TEK|SLC16A4|ITGBL1|ANGPTL2,0,0
1,-2.1,C4511452,M1,1,0,DisGeNET,35,Sporadic Parkinson disease,,-2.1,5.1,3.6,30286,179,134,4,3,1.5,9037|10846|27306|27429,SEMA5A|PDE10A|HPGDS|HTRA2,0,0
1,-2.1,C3553764,M1,1,0,DisGeNET,35,Joint hyperflexibility,,-2.1,5,3.6,30286,181,134,4,3,1.5,4998|5000|7337|9037,ORC1|ORC4|UBE3A|SEMA5A,0,0
1,-2.1,C0013132,M1,1,0,DisGeNET,35,Drooling,,-2.1,7.1,4,30286,95,134,3,2.2,1.3,7337|10846|93986,UBE3A|PDE10A|FOXP2,0,0
1,-2.1,C0152020,M1,1,0,DisGeNET,35,Gastroparesis,,-2.1,7.1,4,30286,95,134,3,2.2,1.3,4988|10803|27429,OPRM1|CCR9|HTRA2,0,0
1,-2.1,C0206708,M1,1,0,DisGeNET,35,Cervical Intraepithelial Neoplasia,,-2.1,3.4,3.2,30286,398,134,6,4.5,1.8,367|2263|4907|7337|23452|27306,AR|FGFR2|NT5E|UBE3A|ANGPTL2|HPGDS,0,0
1,-2.1,C1850049,M1,1,0,DisGeNET,35,Clinodactyly of the 5th finger,,-2.1,4,3.4,30286,284,134,5,3.7,1.6,658|2263|4998|5000|7337,BMPR1B|FGFR2|ORC1|ORC4|UBE3A,0,0
1,-2.1,C0206695,M1,1,0,DisGeNET,35,"Carcinoma, Neuroendocrine",,-2.1,5,3.6,30286,182,134,4,3,1.5,367|3567|4907|5734,AR|IL5|NT5E|PTGER4,0,0
1,-2.1,C0265219,M1,1,0,DisGeNET,35,Miller Dieker syndrome,,-2.1,5,3.6,30286,182,134,4,3,1.5,2246|2321|4869|7337,FGF1|FLT1|NPM1|UBE3A,0,0
1,-2.1,C0752304,M1,1,0,DisGeNET,35,Hypoxic-Ischemic Encephalopathy,,-2.1,5,3.6,30286,182,134,4,3,1.5,2246|3769|4747|7010,FGF1|KCNJ13|NEFL|TEK,0,0
1,-2,C0003130,M1,1,0,DisGeNET,35,Anoxia,,-2,3.9,3.3,30286,287,134,5,3.7,1.6,285|367|2321|7010|9122,ANGPT2|AR|FLT1|TEK|SLC16A4,0,0
1,-2,C0032897,M1,1,0,DisGeNET,35,Prader-Willi Syndrome,,-2,4.9,3.5,30286,184,134,4,3,1.5,367|3357|7337|23741,AR|HTR2B|UBE3A|EID1,0,0
1,-2,C0040822,M1,1,0,DisGeNET,35,Tremor,,-2,3,3.1,30286,528,134,7,5.2,1.9,367|443|5354|7534|10846|23767|27429,AR|ASPA|PLP1|YWHAZ|PDE10A|FLRT3|HTRA2,0,0
1,-2,C0026277,M1,1,0,DisGeNET,35,Mixed Salivary Gland Tumor,,-2,4.9,3.5,30286,185,134,4,3,1.5,367|2263|2321|27306,AR|FGFR2|FLT1|HPGDS,0,0
1,-2,C0852036,M1,1,0,DisGeNET,35,Pregnancy associated hypertension,,-2,4.9,3.5,30286,186,134,4,3,1.5,71|2321|7534|27306,ACTG1|FLT1|YWHAZ|HPGDS,0,0
1,-2,C0740457,M1,1,0,DisGeNET,35,Malignant neoplasm of kidney,,-2,2.7,3,30286,664,134,8,6,2,367|808|2321|4907|8633|9122|27306|91851,AR|CALM3|FLT1|NT5E|UNC5C|SLC16A4|HPGDS|CHRDL1,0,0
1,-2,C2316810,M1,1,0,DisGeNET,35,Chronic kidney disease stage 5,,-2,2.7,3,30286,666,134,8,6,2,285|2321|5354|5734|7534|27306|64805|283652,ANGPT2|FLT1|PLP1|PTGER4|YWHAZ|HPGDS|P2RY12|SLC24A5,0,0
1,-2,C0042341,M1,1,0,DisGeNET,35,Varicocele,,-2,6.8,3.9,30286,99,134,3,2.2,1.3,52|367|27306,ACP1|AR|HPGDS,0,0
1,-2,C2936719,M1,1,0,DisGeNET,35,Mechanical Allodynia,,-2,3.3,3.2,30286,408,134,6,4.5,1.8,3357|4988|7534|23767|64805|388015,HTR2B|OPRM1|YWHAZ|FLRT3|P2RY12|RTL1,0,0
1,-2,C1535926,M1,1,0,DisGeNET,35,Neurodevelopmental Disorders,,-2,3,3.1,30286,534,134,7,5.2,1.9,7337|8452|10846|27306|57531|93986|347730,UBE3A|CUL3|PDE10A|HPGDS|HACE1|FOXP2|LRRTM1,0,0
1,-2,C0221505,M1,1,0,DisGeNET,35,Lesion of brain,,-2,4.8,3.5,30286,188,134,4,3,1.5,2321|4747|5354|55840,FLT1|NEFL|PLP1|EAF2,0,0
