Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0267941,"Pancreatitis, Acute Necrotizing",,-2.9,15,6.2,30286,62,100,3,3,1.7,3358|4282|10209,HTR2C|MIF|EIF1,-0.48,Kansl1l
COVID,200,COVID249,RNA_Wilk_CD14+Monocytes_patient-C2_Down,,-2.9,15,6.2,30286,62,100,3,3,1.7,805|3326|7167,CALM2|HSP90AB1|TPI1,-0.48,Kansl1l
Cell Type Signatures,7,M41652,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-2.9,3.9,4.2,30286,629,100,8,8,2.7,226|2597|3190|5094|6613|7167|23741|400916,ALDOA|GAPDH|HNRNPK|PCBP2|SUMO2|TPI1|EID1|CHCHD10,-0.48,Kansl1l
DisGeNET,35,C1861821,"CATARACT, MARNER TYPE",,-2.9,14,6.1,30286,63,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.47,Kansl1l
DisGeNET,35,C0025286,Meningioma,,-2.9,3.8,4.1,30286,634,100,8,8,2.7,801|805|808|2597|3183|4282|7534|27306,CALM1|CALM2|CALM3|GAPDH|HNRNPC|MIF|YWHAZ|HPGDS,-0.47,Kansl1l
DisGeNET,35,C0009171,Cocaine Abuse,,-2.9,8.4,5.1,30286,144,100,4,4,2,801|805|3358|4900,CALM1|CALM2|HTR2C|NRGN,-0.43,Kansl1l
DisGeNET,35,C0037772,Spastic Paraplegia,,-2.9,8.4,5.1,30286,144,100,4,4,2,801|805|808|23204,CALM1|CALM2|CALM3|ARL6IP1,-0.43,Kansl1l
DisGeNET,35,C3160718,"PARKINSON DISEASE, LATE-ONSET",,-2.9,6.1,4.7,30286,247,100,5,5,2.2,285|2597|4747|6500|27429,ANGPT2|GAPDH|NEFL|SKP1|HTRA2,-0.42,Kansl1l
DisGeNET,35,C0026691,Mucocutaneous Lymph Node Syndrome,,-2.8,4.9,4.4,30286,370,100,6,6,2.4,285|2597|4282|9447|64805|254827,ANGPT2|GAPDH|MIF|AIM2|P2RY12|NAALADL2,-0.41,Kansl1l
Cell Type Signatures,7,M41709,FAN OVARY CL7 ANGEIOGENIC ENDOTHELIAL CELL,,-2.8,6,4.6,30286,251,100,5,5,2.2,285|801|830|7529|23741,ANGPT2|CALM1|CAPZA2|YWHAB|EID1,-0.4,Kansl1l
DisGeNET,35,C0013363,Dysautonomia,,-2.8,8.2,5,30286,148,100,4,4,2,285|801|805|27429,ANGPT2|CALM1|CALM2|HTRA2,-0.4,Kansl1l
DisGeNET,35,C0002878,"Anemia, Hemolytic",,-2.8,7.9,4.9,30286,153,100,4,4,2,212|226|7167|27306,ALAS2|ALDOA|TPI1|HPGDS,-0.36,Kansl1l
DisGeNET,35,C0013575,Ectodermal Dysplasia,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,Kansl1l
Cell Type Signatures,7,M39268,HU FETAL RETINA PHOTORECEPTOR,,-2.8,13,5.7,30286,71,100,3,3,1.7,3021|4826|7167,H3-3B|NNAT|TPI1,-0.36,Kansl1l
DisGeNET,35,C0598894,Monocytic leukemia,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,Kansl1l
DisGeNET,35,C0266463,Lissencephaly,,-2.8,13,5.7,30286,71,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.36,Kansl1l
DisGeNET,35,C0024809,Marijuana Abuse,,-2.7,7.8,4.9,30286,156,100,4,4,2,801|805|808|3357,CALM1|CALM2|CALM3|HTR2B,-0.34,Kansl1l
COVID,200,COVID282,RNA_Wilk_Dendritic-cells_patient-C5_Up,,-2.7,12,5.6,30286,73,100,3,3,1.7,801|3151|3326,CALM1|HMGN2|HSP90AB1,-0.33,Kansl1l
DisGeNET,35,C0023462,Acute Megakaryocytic Leukemias,,-2.7,7.7,4.8,30286,158,100,4,4,2,801|805|808|2597,CALM1|CALM2|CALM3|GAPDH,-0.32,Kansl1l
DisGeNET,35,C0220615,Adult Acute Myeloblastic Leukemia,,-2.7,7.6,4.8,30286,160,100,4,4,2,801|805|808|27306,CALM1|CALM2|CALM3|HPGDS,-0.31,Kansl1l
DisGeNET,35,C0009676,Confusion,,-2.7,12,5.5,30286,75,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.31,Kansl1l
Cell Type Signatures,7,M41714,FAN OVARY CL12 T LYMPHOCYTE NK CELL 2,,-2.7,7.5,4.8,30286,161,100,4,4,2,801|7314|7529|10209,CALM1|UBB|YWHAB|EIF1,-0.31,Kansl1l
DisGeNET,35,C0027497,Nausea,,-2.7,7.5,4.8,30286,161,100,4,4,2,3624|4282|27306|27429,INHBA|MIF|HPGDS|HTRA2,-0.31,Kansl1l
DisGeNET,35,C4721579,Secondary malignant neoplasm of colon and/or rectum,,-2.7,4.6,4.1,30286,397,100,6,6,2.4,52|285|2597|7167|27306|59286,ACP1|ANGPT2|GAPDH|TPI1|HPGDS|UBL5,-0.3,Kansl1l
Cell Type Signatures,7,M40003,BUSSLINGER ESOPHAGEAL EARLY SUPRABASAL CELLS,,-2.6,12,5.4,30286,79,100,3,3,1.7,805|3183|3326,CALM2|HNRNPC|HSP90AB1,-0.26,Kansl1l
DisGeNET,35,C0086445,Idiopathic Membranous Glomerulonephritis,,-2.6,12,5.4,30286,79,100,3,3,1.7,2597|7534|27306,GAPDH|YWHAZ|HPGDS,-0.26,Kansl1l
COVID,200,COVID228,Translatome_Bojkova_Caco-2_24h_Down,,-2.6,7.1,4.6,30286,170,100,4,4,2,3006|4697|6500|59286,H1-2|NDUFA4|SKP1|UBL5,-0.24,Kansl1l
DisGeNET,35,C0242510,Drug usage,,-2.6,7.1,4.6,30286,170,100,4,4,2,801|805|808|59286,CALM1|CALM2|CALM3|UBL5,-0.24,Kansl1l
DisGeNET,35,C0027868,Neuromuscular Diseases,,-2.6,7.1,4.6,30286,171,100,4,4,2,4747|7167|27429|400916,NEFL|TPI1|HTRA2|CHCHD10,-0.23,Kansl1l
DisGeNET,35,C0025500,Mesothelioma,,-2.6,3.8,3.8,30286,559,100,7,7,2.6,285|801|805|808|4067|23741|27306,ANGPT2|CALM1|CALM2|CALM3|LYN|EID1|HPGDS,-0.23,Kansl1l
DisGeNET,35,C0856169,Endothelial dysfunction,,-2.6,3.4,3.7,30286,716,100,8,8,2.7,285|801|805|808|6019|6613|23452|64805,ANGPT2|CALM1|CALM2|CALM3|RLN2|SUMO2|ANGPTL2|P2RY12,-0.23,Kansl1l
COVID,200,COVID226,Translatome_Bojkova_Caco-2_10h_Down,,-2.6,11,5.2,30286,83,100,3,3,1.7,4697|6500|10209,NDUFA4|SKP1|EIF1,-0.22,Kansl1l
DisGeNET,35,C3469186,"HEMOCHROMATOSIS, TYPE 1",,-2.6,11,5.2,30286,83,100,3,3,1.7,2597|27306|55840,GAPDH|HPGDS|EAF2,-0.22,Kansl1l
Cell Type Signatures,7,M39168,MURARO PANCREAS ALPHA CELL,,-2.6,3.7,3.8,30286,568,100,7,7,2.6,801|1602|3006|3151|7314|59286|84707,CALM1|DACH1|H1-2|HMGN2|UBB|UBL5|BEX2,-0.2,Kansl1l
DisGeNET,35,C0040517,Gilles de la Tourette syndrome,,-2.5,6.8,4.5,30286,177,100,4,4,2,52|3357|3358|27306,ACP1|HTR2B|HTR2C|HPGDS,-0.2,Kansl1l
COVID,200,COVID257,RNA_Wilk_CD14+Monocytes_patient-C6_Down,,-2.5,11,5.1,30286,86,100,3,3,1.7,3326|5094|10209,HSP90AB1|PCBP2|EIF1,-0.19,Kansl1l
DisGeNET,35,C0399526,Class III malocclusion,,-2.5,6.7,4.4,30286,181,100,4,4,2,801|805|808|3190,CALM1|CALM2|CALM3|HNRNPK,-0.17,Kansl1l
DisGeNET,35,C1384666,hearing impairment,,-2.5,3.3,3.6,30286,739,100,8,8,2.7,1687|3190|4697|4747|5000|6500|27306|400916,GSDME|HNRNPK|NDUFA4|NEFL|ORC4|SKP1|HPGDS|CHCHD10,-0.17,Kansl1l
DisGeNET,35,C0525045,Mood Disorders,,-2.5,3.7,3.7,30286,580,100,7,7,2.6,801|805|808|1006|3358|7534|27306,CALM1|CALM2|CALM3|CDH8|HTR2C|YWHAZ|HPGDS,-0.17,Kansl1l
COVID,200,COVID058,Phosphoproteome_Bouhaddou_Vero_E6_12h_Up,,-2.5,5,4.1,30286,300,100,5,5,2.2,226|2597|3190|3326|6500,ALDOA|GAPDH|HNRNPK|HSP90AB1|SKP1,-0.17,Kansl1l
COVID,200,COVID031,RNA_Liao_BALF-severe_Down,,-2.5,5,4.1,30286,300,100,5,5,2.2,805|5094|7314|23204|27306,CALM2|PCBP2|UBB|ARL6IP1|HPGDS,-0.17,Kansl1l
COVID,200,COVID383,Interactome_Laurent_HEK293_24h_ORF3B,,-2.5,5,4.1,30286,300,100,5,5,2.2,2045|3151|4067|8633|145748,EPHA7|HMGN2|LYN|UNC5C|LYSMD4,-0.17,Kansl1l
DisGeNET,35,C0032897,Prader-Willi Syndrome,,-2.5,6.6,4.4,30286,184,100,4,4,2,2597|3357|3358|23741,GAPDH|HTR2B|HTR2C|EID1,-0.16,Kansl1l
DisGeNET,35,C0007758,Cerebellar Ataxia,,-2.5,4.1,3.8,30286,440,100,6,6,2.4,212|801|805|808|4747|400916,ALAS2|CALM1|CALM2|CALM3|NEFL|CHCHD10,-0.14,Kansl1l
Cell Type Signatures,7,M39291,DURANTE ADULT OLFACTORY NEUROEPITHELIUM MATURE NEURONS,,-2.5,6.5,4.3,30286,187,100,4,4,2,801|805|808|4747,CALM1|CALM2|CALM3|NEFL,-0.14,Kansl1l
DisGeNET,35,C0020555,Hypertrichosis,,-2.5,9.9,4.9,30286,92,100,3,3,1.7,3190|4697|27306,HNRNPK|NDUFA4|HPGDS,-0.14,Kansl1l
Cell Type Signatures,7,M40228,DESCARTES FETAL LIVER MESOTHELIAL CELLS,,-2.4,4.9,4,30286,310,100,5,5,2.2,1687|3624|23767|26071|29119,GSDME|INHBA|FLRT3|RTL8A|CTNNA3,-0.12,Kansl1l
Cell Type Signatures,7,M39256,MENON FETAL KIDNEY 6 COLLECTING DUCT CELLS,,-2.4,9.7,4.8,30286,94,100,3,3,1.7,801|10209|60592,CALM1|EIF1|SCOC,-0.11,Kansl1l
DisGeNET,35,C0027796,Neuralgia,,-2.4,3.2,3.5,30286,766,100,8,8,2.7,285|3357|3358|4282|4747|7534|23767|64805,ANGPT2|HTR2B|HTR2C|MIF|NEFL|YWHAZ|FLRT3|P2RY12,-0.1,Kansl1l
Cell Type Signatures,7,M39200,HAY BONE MARROW IMMATURE NEUTROPHIL,,-2.4,6.2,4.2,30286,194,100,4,4,2,3021|5094|9296|23710,H3-3B|PCBP2|ATP6V1F|GABARAPL1,-0.098,Kansl1l
PaGenBase,36,PGB:00065,Cell-specific: DRG,,-2.4,4,3.7,30286,455,100,6,6,2.4,1006|3357|4747|5121|8633|9934,CDH8|HTR2B|NEFL|PCP4|UNC5C|P2RY14,-0.092,Kansl1l
DisGeNET,35,C0595989,Carcinoma of larynx,,-2.4,4,3.7,30286,456,100,6,6,2.4,808|2045|2597|3326|4282|27306,CALM3|EPHA7|GAPDH|HSP90AB1|MIF|HPGDS,-0.09,Kansl1l
COVID,200,COVID253,RNA_Wilk_CD14+Monocytes_patient-C4_Down,,-2.4,9.4,4.8,30286,97,100,3,3,1.7,805|5094|10209,CALM2|PCBP2|EIF1,-0.09,Kansl1l
Cell Type Signatures,7,M39189,HAY BONE MARROW CD34 POS PRE B,,-2.4,9.3,4.7,30286,98,100,3,3,1.7,1687|3006|79161,GSDME|H1-2|TMEM243,-0.082,Kansl1l
DisGeNET,35,C0338451,Frontotemporal dementia,,-2.4,4.7,3.9,30286,320,100,5,5,2.2,3183|4747|4900|5094|400916,HNRNPC|NEFL|NRGN|PCBP2|CHCHD10,-0.082,Kansl1l
DisGeNET,35,C4086152,Childhood Astrocytoma,,-2.4,3.4,3.5,30286,615,100,7,7,2.6,285|3021|4747|7534|9447|27306|64805,ANGPT2|H3-3B|NEFL|YWHAZ|AIM2|HPGDS|P2RY12,-0.078,Kansl1l
DisGeNET,35,C0038443,"Stress, Psychological",,-2.4,6.1,4.1,30286,199,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-0.078,Kansl1l
DisGeNET,35,C0220620,Gastrointestinal Carcinoid Tumor,,-2.4,4.7,3.8,30286,323,100,5,5,2.2,801|805|808|3021|3183,CALM1|CALM2|CALM3|H3-3B|HNRNPC,-0.073,Kansl1l
DisGeNET,35,C1636149,"Macular dystrophy, corneal type 1",,-2.3,9.1,4.7,30286,100,100,3,3,1.7,3859|4282|7534,KRT12|MIF|YWHAZ,-0.069,Kansl1l
DisGeNET,35,C0003125,Anorexia Nervosa,,-2.3,6,4.1,30286,202,100,4,4,2,1879|3358|4747|4826,EBF1|HTR2C|NEFL|NNAT,-0.062,Kansl1l
DisGeNET,35,C0023976,Long QT Syndrome,,-2.3,8.7,4.5,30286,105,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.015,Kansl1l
DisGeNET,35,C0520679,"Sleep Apnea, Obstructive",,-2.3,3.8,3.5,30286,480,100,6,6,2.4,226|285|801|805|808|4282,ALDOA|ANGPT2|CALM1|CALM2|CALM3|MIF,-0.011,Kansl1l
COVID,200,COVID371,Interactome_Laurent_HEK293_24h_NSP15,,-2.3,8.6,4.5,30286,106,100,3,3,1.7,7167|9296|27429,TPI1|ATP6V1F|HTRA2,-0.011,Kansl1l
DisGeNET,35,C0040997,Trigeminal Neuralgia,,-2.3,8.6,4.5,30286,106,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.011,Kansl1l
DisGeNET,35,C0085669,Acute leukemia,,-2.3,3.3,3.4,30286,639,100,7,7,2.6,801|805|808|1879|2045|4826|27306,CALM1|CALM2|CALM3|EBF1|EPHA7|NNAT|HPGDS,-0.0096,Kansl1l
DisGeNET,35,C0237123,Alcohol or Other Drugs use,,-2.3,8.4,4.4,30286,108,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0158266,Intervertebral Disc Degeneration,,-2.3,4.4,3.7,30286,342,100,5,5,2.2,285|6613|7529|7534|10209,ANGPT2|SUMO2|YWHAB|YWHAZ|EIF1,0,Kansl1l
DisGeNET,35,C0010278,Craniosynostosis,,-2.2,3.7,3.5,30286,488,100,6,6,2.4,801|805|808|3190|5000|27306,CALM1|CALM2|CALM3|HNRNPK|ORC4|HPGDS,0,Kansl1l
DisGeNET,35,C0079541,Holoprosencephaly,,-2.2,8.3,4.4,30286,109,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0220621,Childhood Acute Myeloid Leukemia,,-2.2,5.6,3.9,30286,215,100,4,4,2,801|805|808|27306,CALM1|CALM2|CALM3|HPGDS,0,Kansl1l
DisGeNET,35,C0038586,Substance Use Disorders,,-2.2,5.6,3.9,30286,218,100,4,4,2,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,0,Kansl1l
DisGeNET,35,C0001956,Alcohol Use Disorder,,-2.2,5.6,3.9,30286,218,100,4,4,2,801|805|808|4900,CALM1|CALM2|CALM3|NRGN,0,Kansl1l
COVID,200,COVID182,Proteome_Stukalov_A549_72h_ORF9B_Down,,-2.2,5.6,3.9,30286,218,100,4,4,2,1350|4697|4718|7167,COX7C|NDUFA4|NDUFC2|TPI1,0,Kansl1l
DisGeNET,35,C0024668,"Mammary Neoplasms, Experimental",,-2.2,5.6,3.9,30286,218,100,4,4,2,3021|4282|5121|7534,H3-3B|MIF|PCP4|YWHAZ,0,Kansl1l
DisGeNET,35,C0010709,Cyst,,-2.2,5.5,3.8,30286,221,100,4,4,2,285|1006|7167|23204,ANGPT2|CDH8|TPI1|ARL6IP1,0,Kansl1l
DisGeNET,35,C0025007,Measles,,-2.2,8,4.3,30286,113,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0016034,Breast Fibrocystic Disease,,-2.2,8,4.3,30286,114,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0278883,Metastatic melanoma,,-2.2,3.6,3.4,30286,504,100,6,6,2.4,801|805|808|2045|2597|4282,CALM1|CALM2|CALM3|EPHA7|GAPDH|MIF,0,Kansl1l
DisGeNET,35,C4521042,Complete Trisomy 21 Syndrome,,-2.2,3.2,3.3,30286,668,100,7,7,2.6,2597|4685|4747|5121|7314|23452|27306,GAPDH|NCAM2|NEFL|PCP4|UBB|ANGPTL2|HPGDS,0,Kansl1l
DisGeNET,35,C0234985,Mental deterioration,,-2.2,3.6,3.4,30286,508,100,6,6,2.4,285|4282|4747|4900|7534|8633,ANGPT2|MIF|NEFL|NRGN|YWHAZ|UNC5C,0,Kansl1l
Cell Type Signatures,7,M39201,HAY BONE MARROW MONOCYTE,,-2.2,5.3,3.8,30286,227,100,4,4,2,805|830|4067|400916,CALM2|CAPZA2|LYN|CHCHD10,0,Kansl1l
Cell Type Signatures,7,M39069,MANNO MIDBRAIN NEUROTYPES HDA2,,-2.1,3.5,3.3,30286,513,100,6,6,2.4,1006|4826|23710|23767|84707|90293,CDH8|NNAT|GABARAPL1|FLRT3|BEX2|KLHL13,0,Kansl1l
DisGeNET,35,C0039070,Syncope,,-2.1,7.6,4.2,30286,119,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0158646,Cleft palate with cleft lip,,-2.1,7.6,4.2,30286,119,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
Cell Type Signatures,7,M39175,MURARO PANCREAS MESENCHYMAL STROMAL CELL,,-2.1,3.1,3.2,30286,680,100,7,7,2.6,1879|2597|3624|7167|23452|23741|25907,EBF1|GAPDH|INHBA|TPI1|ANGPTL2|EID1|TMEM158,0,Kansl1l
DisGeNET,35,C4525297,Stage 0 Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,Kansl1l
DisGeNET,35,C4525301,Stage IIB Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,Kansl1l
DisGeNET,35,C4525302,Stage III Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,Kansl1l
DisGeNET,35,C4525305,Stage IV Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,Kansl1l
DisGeNET,35,C4525300,Stage IIA Gallbladder Cancer AJCC v8,,-2.1,4.1,3.5,30286,367,100,5,5,2.2,801|805|808|4282|27306,CALM1|CALM2|CALM3|MIF|HPGDS,0,Kansl1l
DisGeNET,35,C0007820,Cerebrovascular Disorders,,-2.1,5.2,3.7,30286,233,100,4,4,2,285|3190|4747|27306,ANGPT2|HNRNPK|NEFL|HPGDS,0,Kansl1l
DisGeNET,35,C0220605,Adult Non-Hodgkin Lymphoma,,-2.1,4.1,3.4,30286,370,100,5,5,2.2,801|805|808|5000|27306,CALM1|CALM2|CALM3|ORC4|HPGDS,0,Kansl1l
DisGeNET,35,C1318544,M5b Acute differentiated monocytic leukemia,,-2.1,7.4,4.1,30286,122,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0007785,Cerebral Infarction,,-2.1,3.1,3.2,30286,687,100,7,7,2.6,285|4282|6613|7534|27306|27429|64805,ANGPT2|MIF|SUMO2|YWHAZ|HPGDS|HTRA2|P2RY12,0,Kansl1l
Cell Type Signatures,7,M39022,FAN EMBRYONIC CTX BIG GROUPS MICROGLIA,,-2.1,4.1,3.4,30286,371,100,5,5,2.2,1794|3006|4067|27306|64805,DOCK2|H1-2|LYN|HPGDS|P2RY12,0,Kansl1l
DisGeNET,35,C0220612,Childhood Non-Hodgkin Lymphoma,,-2.1,4.1,3.4,30286,371,100,5,5,2.2,801|805|808|5000|27306,CALM1|CALM2|CALM3|ORC4|HPGDS,0,Kansl1l
DisGeNET,35,C3888194,MIXED LINEAGE LEUKEMIA,,-2.1,5,3.6,30286,240,100,4,4,2,801|805|808|84707,CALM1|CALM2|CALM3|BEX2,0,Kansl1l
DisGeNET,35,C3714636,Pneumonitis,,-2.1,3,3.1,30286,696,100,7,7,2.6,285|4282|5121|9447|10803|27306|64805,ANGPT2|MIF|PCP4|AIM2|CCR9|HPGDS|P2RY12,0,Kansl1l
DisGeNET,35,C1861172,Venous Thromboembolism,,-2.1,4,3.4,30286,378,100,5,5,2.2,285|7534|55840|64805|254827,ANGPT2|YWHAZ|EAF2|P2RY12|NAALADL2,0,Kansl1l
DisGeNET,35,C1839259,"Bulbo-Spinal Atrophy, X-Linked",,-2.1,7.2,4,30286,126,100,3,3,1.7,2597|4747|400916,GAPDH|NEFL|CHCHD10,0,Kansl1l
DisGeNET,35,C0236969,Substance-Related Disorders,,-2.1,7.1,4,30286,128,100,3,3,1.7,3357|3358|29119,HTR2B|HTR2C|CTNNA3,0,Kansl1l
DisGeNET,35,C0024636,Malocclusion,,-2.1,7.1,4,30286,128,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
DisGeNET,35,C0855197,Malignant Testicular Germ Cell Tumor,,-2.1,7.1,4,30286,128,100,3,3,1.7,4282|27306|122042,MIF|HPGDS|RXFP2,0,Kansl1l
DisGeNET,35,C0238198,Gastrointestinal Stromal Tumors,,-2,3.4,3.2,30286,538,100,6,6,2.4,285|801|805|808|3326|4747,ANGPT2|CALM1|CALM2|CALM3|HSP90AB1|NEFL,0,Kansl1l
DisGeNET,35,C0002965,"Angina, Unstable",,-2,7,4,30286,129,100,3,3,1.7,6019|7534|64805,RLN2|YWHAZ|P2RY12,0,Kansl1l
DisGeNET,35,C0023470,Myeloid Leukemia,,-2,3.9,3.3,30286,385,100,5,5,2.2,801|805|808|1602|27306,CALM1|CALM2|CALM3|DACH1|HPGDS,0,Kansl1l
DisGeNET,35,C0039585,Androgen-Insensitivity Syndrome,,-2,4.9,3.5,30286,247,100,4,4,2,801|805|808|4900,CALM1|CALM2|CALM3|NRGN,0,Kansl1l
DisGeNET,35,C0333463,Senile Plaques,,-2,4.9,3.5,30286,249,100,4,4,2,4900|7314|9447|27306,NRGN|UBB|AIM2|HPGDS,0,Kansl1l
COVID,200,COVID200,Ubiquitinome_Stukalov_A549-ACE2_6h_Down,,-2,4.8,3.5,30286,250,100,4,4,2,226|3006|23204|26071,ALDOA|H1-2|ARL6IP1|RTL8A,0,Kansl1l
DisGeNET,35,C0011265,Presenile dementia,,-2,3,3,30286,718,100,7,7,2.6,801|2597|4747|4900|7167|7314|400916,CALM1|GAPDH|NEFL|NRGN|TPI1|UBB|CHCHD10,0,Kansl1l
DisGeNET,35,C0085298,Sudden Cardiac Death,,-2,6.8,3.9,30286,133,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,Kansl1l
