_MEMBER_Kansl1l,_LogP_Kansl1l,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.1,C0007820,M1,1,0,DisGeNET,35,Cerebrovascular Disorders,,-2.1,5.2,3.7,30286,233,100,4,4,2,285|3190|4747|27306,ANGPT2|HNRNPK|NEFL|HPGDS,0,0
1,-2.1,C0220605,M1,1,0,DisGeNET,35,Adult Non-Hodgkin Lymphoma,,-2.1,4.1,3.4,30286,370,100,5,5,2.2,801|805|808|5000|27306,CALM1|CALM2|CALM3|ORC4|HPGDS,0,0
1,-2.1,C1318544,M1,1,0,DisGeNET,35,M5b Acute differentiated monocytic leukemia,,-2.1,7.4,4.1,30286,122,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.1,C0007785,M1,1,0,DisGeNET,35,Cerebral Infarction,,-2.1,3.1,3.2,30286,687,100,7,7,2.6,285|4282|6613|7534|27306|27429|64805,ANGPT2|MIF|SUMO2|YWHAZ|HPGDS|HTRA2|P2RY12,0,0
1,-2.1,C0220612,M1,1,0,DisGeNET,35,Childhood Non-Hodgkin Lymphoma,,-2.1,4.1,3.4,30286,371,100,5,5,2.2,801|805|808|5000|27306,CALM1|CALM2|CALM3|ORC4|HPGDS,0,0
1,-2.1,C3888194,M1,1,0,DisGeNET,35,MIXED LINEAGE LEUKEMIA,,-2.1,5,3.6,30286,240,100,4,4,2,801|805|808|84707,CALM1|CALM2|CALM3|BEX2,0,0
1,-2.1,C3714636,M1,1,0,DisGeNET,35,Pneumonitis,,-2.1,3,3.1,30286,696,100,7,7,2.6,285|4282|5121|9447|10803|27306|64805,ANGPT2|MIF|PCP4|AIM2|CCR9|HPGDS|P2RY12,0,0
1,-2.1,C1861172,M1,1,0,DisGeNET,35,Venous Thromboembolism,,-2.1,4,3.4,30286,378,100,5,5,2.2,285|7534|55840|64805|254827,ANGPT2|YWHAZ|EAF2|P2RY12|NAALADL2,0,0
1,-2.1,C1839259,M1,1,0,DisGeNET,35,"Bulbo-Spinal Atrophy, X-Linked",,-2.1,7.2,4,30286,126,100,3,3,1.7,2597|4747|400916,GAPDH|NEFL|CHCHD10,0,0
1,-2.1,C0024636,M1,1,0,DisGeNET,35,Malocclusion,,-2.1,7.1,4,30286,128,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
1,-2.1,C0236969,M1,1,0,DisGeNET,35,Substance-Related Disorders,,-2.1,7.1,4,30286,128,100,3,3,1.7,3357|3358|29119,HTR2B|HTR2C|CTNNA3,0,0
1,-2.1,C0855197,M1,1,0,DisGeNET,35,Malignant Testicular Germ Cell Tumor,,-2.1,7.1,4,30286,128,100,3,3,1.7,4282|27306|122042,MIF|HPGDS|RXFP2,0,0
1,-2,C0238198,M1,1,0,DisGeNET,35,Gastrointestinal Stromal Tumors,,-2,3.4,3.2,30286,538,100,6,6,2.4,285|801|805|808|3326|4747,ANGPT2|CALM1|CALM2|CALM3|HSP90AB1|NEFL,0,0
1,-2,C0002965,M1,1,0,DisGeNET,35,"Angina, Unstable",,-2,7,4,30286,129,100,3,3,1.7,6019|7534|64805,RLN2|YWHAZ|P2RY12,0,0
1,-2,C0023470,M1,1,0,DisGeNET,35,Myeloid Leukemia,,-2,3.9,3.3,30286,385,100,5,5,2.2,801|805|808|1602|27306,CALM1|CALM2|CALM3|DACH1|HPGDS,0,0
1,-2,C0039585,M1,1,0,DisGeNET,35,Androgen-Insensitivity Syndrome,,-2,4.9,3.5,30286,247,100,4,4,2,801|805|808|4900,CALM1|CALM2|CALM3|NRGN,0,0
1,-2,C0333463,M1,1,0,DisGeNET,35,Senile Plaques,,-2,4.9,3.5,30286,249,100,4,4,2,4900|7314|9447|27306,NRGN|UBB|AIM2|HPGDS,0,0
1,-2,C0011265,M1,1,0,DisGeNET,35,Presenile dementia,,-2,3,3,30286,718,100,7,7,2.6,801|2597|4747|4900|7167|7314|400916,CALM1|GAPDH|NEFL|NRGN|TPI1|UBB|CHCHD10,0,0
1,-2,C0085298,M1,1,0,DisGeNET,35,Sudden Cardiac Death,,-2,6.8,3.9,30286,133,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,0,0
