_MEMBER_Ccdc115,_LogP_Ccdc115,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.6041984727857654,GO:0071902,M1,1,0,GO Biological Processes,19,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-2.6041984727857654,7.118580326712893,4.606299622484546,30286,127,134,4,2.985074626865672,1.4700918647267915,808|2246|2321|3357,CALM3|FGF1|FLT1|HTR2B,-0.5927894469498338,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.5896169620380114,hsa05200,M1,1,0,KEGG Pathway,24,Pathways in cancer,,-2.5896169620380114,3.4051212862242464,3.7274548463927544,30286,531,134,8,5.970149253731344,2.046788972748526,367|808|2246|2263|3326|3567|5734|29119,AR|CALM3|FGF1|FGFR2|HSP90AB1|IL5|PTGER4|CTNNA3,-0.582383876856216,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.562296140322633,GO:0070374,M1,1,0,GO Biological Processes,19,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.562296140322633,5.25616105518917,4.175144146974815,30286,215,134,5,3.7313432835820897,1.6372788802699978,2246|2263|3357|4988|7010,FGF1|FGFR2|HTR2B|OPRM1|TEK,-0.561252629958535,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.5201976826346058,GO:0043405,M1,1,0,GO Biological Processes,19,regulation of MAP kinase activity,19_GO:0008152 metabolic process,-2.5201976826346058,6.746714190242817,4.444491307939607,30286,134,134,4,2.985074626865672,1.4700918647267915,2246|2321|3357|4067,FGF1|FLT1|HTR2B|LYN,-0.5378253816532685,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.5188517784954794,GO:0018108,M1,1,0,GO Biological Processes,19,peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-2.5188517784954794,10.431458094144661,5.074452928599002,30286,65,134,3,2.2388059701492535,1.278024200489543,2263|2321|4067,FGFR2|FLT1|LYN,-0.5378253816532685,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.4815415062904913,GO:0018212,M1,1,0,GO Biological Processes,19,peptidyl-tyrosine modification,19_GO:0008152 metabolic process,-2.4815415062904913,10.120071285364224,4.981999916267234,30286,67,134,3,2.2388059701492535,1.278024200489543,2263|2321|4067,FGFR2|FLT1|LYN,-0.5139976173375298,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.4675284579826657,GO:0035239,M1,1,0,GO Biological Processes,19,tube morphogenesis,19_GO:0032502 developmental process,-2.4675284579826657,2.9826016544841774,3.4910862600737413,30286,682,134,9,6.7164179104477615,2.162315511062283,71|285|367|2246|2263|2321|7010|9037|27329,ACTG1|ANGPT2|AR|FGF1|FGFR2|FLT1|TEK|SEMA5A|ANGPTL3,-0.5018769227074091,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.463339492749951,GO:0071300,M1,1,0,GO Biological Processes,19,cellular response to retinoic acid,19_GO:0050896 response to stimulus,-2.463339492749951,9.97124670763828,4.937220501922549,30286,68,134,3,2.2388059701492535,1.278024200489543,2263|4067|27429,FGFR2|LYN|HTRA2,-0.5013021509265284,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.367589400498408,GO:0001934,M1,1,0,GO Biological Processes,19,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-2.367589400498408,3.128234261219853,3.4439335871152994,30286,578,134,8,5.970149253731344,2.046788972748526,808|2246|2321|3326|3357|3567|4067|7010,CALM3|FGF1|FLT1|HSP90AB1|HTR2B|IL5|LYN|TEK,-0.4364093763012949,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.31117488818215,GO:0016310,M1,1,0,GO Biological Processes,19,phosphorylation,19_GO:0008152 metabolic process,-2.31117488818215,2.8212681391930774,3.299595532169281,30286,721,134,9,6.7164179104477615,2.162315511062283,658|2263|2321|3357|4067|5532|7010|7150|7534,BMPR1B|FGFR2|FLT1|HTR2B|LYN|PPP3CB|TEK|TOP1|YWHAZ,-0.39203548220115003,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.2421120965494725,GO:0045860,M1,1,0,GO Biological Processes,19,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.2421120965494725,4.41435401119403,3.657286565533612,30286,256,134,5,3.7313432835820897,1.6372788802699978,808|2246|2321|3326|3357,CALM3|FGF1|FLT1|HSP90AB1|HTR2B,-0.34381160048803316,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.235557711033927,GO:0043406,M1,1,0,GO Biological Processes,19,positive regulation of MAP kinase activity,19_GO:0048518 positive regulation of biological process,-2.235557711033927,8.26883873316345,4.393876592349113,30286,82,134,3,2.2388059701492535,1.278024200489543,2246|2321|3357,FGF1|FLT1|HTR2B,-0.34381160048803316,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.197298701242,GO:0006468,M1,1,0,GO Biological Processes,19,protein phosphorylation,19_GO:0008152 metabolic process,-2.197298701242,3.222208712040612,3.3094972384118457,30286,491,134,7,5.223880597014926,1.9221783569410809,658|2263|2321|4067|5532|7150|7534,BMPR1B|FGFR2|FLT1|LYN|PPP3CB|TOP1|YWHAZ,-0.31873568516188794,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.166667270647723,GO:0071900,M1,1,0,GO Biological Processes,19,regulation of protein serine/threonine kinase activity,19_GO:0008152 metabolic process,-2.166667270647723,4.232489239197272,3.5367367408071053,30286,267,134,5,3.7313432835820897,1.6372788802699978,808|2246|2321|3357|4067,CALM3|FGF1|FLT1|HTR2B|LYN,-0.30467075080329165,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.150777167906197,GO:0046889,M1,1,0,GO Biological Processes,19,positive regulation of lipid biosynthetic process,19_GO:0048518 positive regulation of biological process,-2.150777167906197,7.705054274084125,4.1991623827277795,30286,88,134,3,2.2388059701492535,1.278024200489543,2246|3357|23682,FGF1|HTR2B|RAB38,-0.29615424593056006,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.1205186239781506,GO:0048762,M1,1,0,GO Biological Processes,19,mesenchymal cell differentiation,19_GO:0032502 developmental process,-2.1205186239781506,5.195745410876652,3.700173406133578,30286,174,134,4,2.985074626865672,1.4700918647267915,2263|3357|9037|57142,FGFR2|HTR2B|SEMA5A|RTN4,-0.2745818811876062,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.094950062602864,GO:0010634,M1,1,0,GO Biological Processes,19,positive regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.094950062602864,5.10768192933637,3.653788467997396,30286,177,134,4,2.985074626865672,1.4700918647267915,2246|7010|9037|57142,FGF1|TEK|SEMA5A|RTN4,-0.2547090667872012,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.061642623657101,GO:0001936,M1,1,0,GO Biological Processes,19,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-2.061642623657101,4.994804980621754,3.5935499037448757,30286,181,134,4,2.985074626865672,1.4700918647267915,2321|3357|7010|9037,FLT1|HTR2B|TEK|SEMA5A,-0.24569761964230188,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-2.045313652198941,GO:0048863,M1,1,0,GO Biological Processes,19,stem cell differentiation,19_GO:0032502 developmental process,-2.045313652198941,4.940216948046653,3.5640920842550994,30286,183,134,4,2.985074626865672,1.4700918647267915,2263|2823|3357|9037,FGFR2|GPM6A|HTR2B|SEMA5A,-0.2416807477176559,0,3,0,0,-5.253738030605411,17.385763490241104,
1,-5.144741814721141,GO:1902115,M1,1,0,GO Biological Processes,19,regulation of organelle assembly,19_GO:0050789 regulation of biological process,-5.144741814721141,8.108158757780604,7.10234096940183,30286,223,134,8,5.970149253731344,2.046788972748526,1540|3567|4869|29978|92421|246175|347240|347730,CYLD|IL5|NPM1|UBQLN2|CHMP4C|CNOT6L|KIF24|LRRTM1,-1.720452430420235,0,4,1,1,-5.144741814721141,8.108158757780604,
1,-2.794252786796082,GO:0051129,M1,1,0,GO Biological Processes,19,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-2.794252786796082,3.0834232656634972,3.8065964305009583,30286,733,134,10,7.462686567164179,2.2701452480269726,367|830|4869|5734|7337|9037|29978|57142|347240|347730,AR|CAPZA2|NPM1|PTGER4|UBE3A|SEMA5A|UBQLN2|RTN4|KIF24|LRRTM1,-0.7049195186320277,0,4,0,0,-5.144741814721141,8.108158757780604,
1,-2.054239229666905,GO:0051493,M1,1,0,GO Biological Processes,19,regulation of cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.054239229666905,3.025056362546731,3.114280550401888,30286,523,134,7,5.223880597014926,1.9221783569410809,71|830|1540|4869|5734|9037|92421,ACTG1|CAPZA2|CYLD|NPM1|PTGER4|SEMA5A|CHMP4C,-0.2445861472344117,0,4,0,0,-5.144741814721141,8.108158757780604,
1,-4.892404957849578,GO:0031175,M1,1,0,GO Biological Processes,19,neuron projection development,19_GO:0032502 developmental process,-4.892404957849578,4.252089768235523,5.765015808360409,30286,691,134,13,9.701492537313433,2.5568612642214443,71|658|2263|2823|4067|4747|5354|5532|7314|8633|9037|23767|57142,ACTG1|BMPR1B|FGFR2|GPM6A|LYN|NEFL|PLP1|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3|RTN4,-1.57996468019329,0,5,1,1,-4.892404957849578,14.740103828682674,
1,-4.719180423045075,GO:0061564,M1,1,0,GO Biological Processes,19,axon development,19_GO:0032502 developmental process,-4.719180423045075,5.3685255433048535,6.017315648817644,30286,421,134,10,7.462686567164179,2.2701452480269726,71|658|2263|4747|5354|5532|8633|9037|23767|57142,ACTG1|BMPR1B|FGFR2|NEFL|PLP1|PPP3CB|UNC5C|SEMA5A|FLRT3|RTN4,-1.5329568569200054,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-4.278641985727986,GO:0000902,M1,1,0,GO Biological Processes,19,cell morphogenesis,19_GO:0032502 developmental process,-4.278641985727986,3.9826418567953183,5.248077713315908,30286,681,134,12,8.955223880597014,2.4666830004455806,71|367|658|2263|2823|4747|5532|7314|8452|8633|9037|23767,ACTG1|AR|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|CUL3|UNC5C|SEMA5A|FLRT3,-1.3873760392374699,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-4.209221789809314,GO:0048812,M1,1,0,GO Biological Processes,19,neuron projection morphogenesis,19_GO:0032502 developmental process,-4.209221789809314,4.669729863081288,5.425530355157942,30286,484,134,10,7.462686567164179,2.2701452480269726,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.3873760392374699,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-4.172244892552955,GO:0120039,M1,1,0,GO Biological Processes,19,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-4.172244892552955,4.621982113970027,5.382977771005048,30286,489,134,10,7.462686567164179,2.2701452480269726,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.3873760392374699,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-4.135730099292559,GO:0048858,M1,1,0,GO Biological Processes,19,cell projection morphogenesis,19_GO:0032502 developmental process,-4.135730099292559,4.575200918484501,5.340995646813667,30286,494,134,10,7.462686567164179,2.2701452480269726,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.3873760392374699,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-3.6303400200587244,GO:0007409,M1,1,0,GO Biological Processes,19,axonogenesis,19_GO:0032502 developmental process,-3.6303400200587244,4.940216948046653,5.055778151487254,30286,366,134,8,5.970149253731344,2.046788972748526,71|658|2263|4747|5532|8633|9037|23767,ACTG1|BMPR1B|FGFR2|NEFL|PPP3CB|UNC5C|SEMA5A|FLRT3,-1.0953523382641288,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-3.427246929600411,GO:0032989,M1,1,0,GO Biological Processes,19,cellular anatomical entity morphogenesis,19_GO:0032502 developmental process,-3.427246929600411,3.7357838904650302,4.53135760089974,30286,605,134,10,7.462686567164179,2.2701452480269726,71|658|2263|2823|4747|5532|7314|8633|9037|23767,ACTG1|BMPR1B|FGFR2|GPM6A|NEFL|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-1.0406309698202976,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-3.1028787267329236,GO:0048667,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-3.1028787267329236,4.109362279511534,4.379885150795596,30286,440,134,8,5.970149253731344,2.046788972748526,71|658|2263|4747|5532|8633|9037|23767,ACTG1|BMPR1B|FGFR2|NEFL|PPP3CB|UNC5C|SEMA5A|FLRT3,-0.865404466879472,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.95132054156114,GO:0050919,M1,1,0,GO Biological Processes,19,negative chemotaxis,19_GO:0040011 locomotion,-2.95132054156114,14.740103828682674,6.217075807193306,30286,46,134,3,2.2388059701492535,1.278024200489543,8633|9037|23767,UNC5C|SEMA5A|FLRT3,-0.7882940260527276,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.9006524427606495,GO:0040011,M1,1,0,GO Biological Processes,19,locomotion,19_GO:0040011 locomotion,-2.9006524427606495,4.3226898295408205,4.263415661081638,30286,366,134,7,5.223880597014926,1.9221783569410809,2321|4747|5532|8633|9037|10803|23767,FLT1|NEFL|PPP3CB|UNC5C|SEMA5A|CCR9|FLRT3,-0.7701881800768882,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.506381092463497,R-HSA-422475,M1,1,0,Reactome Gene Sets,6,Axon guidance,,-2.506381092463497,3.2994879616515966,3.62137639916699,30286,548,134,8,5.970149253731344,2.046788972748526,71|3326|4067|5532|7314|8633|9037|23767,ACTG1|HSP90AB1|LYN|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-0.5292497395048105,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.3900395806905497,R-HSA-9675108,M1,1,0,Reactome Gene Sets,6,Nervous system development,,-2.3900395806905497,3.1555312443020505,3.472693928714993,30286,573,134,8,5.970149253731344,2.046788972748526,71|3326|4067|5532|7314|8633|9037|23767,ACTG1|HSP90AB1|LYN|PPP3CB|UBB|UNC5C|SEMA5A|FLRT3,-0.4500500357364297,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.2653555749091057,GO:1990138,M1,1,0,GO Biological Processes,19,neuron projection extension,19_GO:0040007 growth,-2.2653555749091057,8.475559701492537,4.463239835851708,30286,80,134,3,2.2388059701492535,1.278024200489543,5532|9037|23767,PPP3CB|SEMA5A|FLRT3,-0.3612220775530641,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-2.0534515786493737,hsa04360,M1,1,0,KEGG Pathway,24,Axon guidance,,-2.0534515786493737,4.9673609972117445,3.5787671051287955,30286,182,134,4,2.985074626865672,1.4700918647267915,658|5532|8633|9037,BMPR1B|PPP3CB|UNC5C|SEMA5A,-0.2445861472344117,0,5,0,0,-4.892404957849578,14.740103828682674,
1,-4.874498206937528,GO:1902749,M1,1,0,GO Biological Processes,19,regulation of cell cycle G2/M phase transition,19_GO:0050789 regulation of biological process,-4.874498206937528,11.690427174472465,7.690322007043327,30286,116,134,6,4.477611940298507,1.7865838855659097,4869|4998|55743|79184|92421|373509,NPM1|ORC1|CHFR|BRCC3|CHMP4C|USP50,-1.57996468019329,0,6,1,1,-4.874498206937528,13.294995610184374,
1,-3.6205145151200537,GO:0010972,M1,1,0,GO Biological Processes,19,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.6205145151200537,13.294995610184374,6.766406763283671,30286,68,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-1.092475693280786,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-3.5719896897905365,GO:1902750,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-3.5719896897905365,12.915138592750536,6.653309987450262,30286,70,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-1.0830748610494563,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.922018476298035,GO:0010389,M1,1,0,GO Biological Processes,19,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.922018476298035,8.692881745120552,5.238896815624352,30286,104,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-0.7826283569224365,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.772684713603845,GO:0044818,M1,1,0,GO Biological Processes,19,mitotic G2/M transition checkpoint,19_GO:0048519 negative regulation of biological process,-2.772684713603845,12.793297662630245,5.72849711876674,30286,53,134,3,2.2388059701492535,1.278024200489543,4998|55743|79184,ORC1|CHFR|BRCC3,-0.6957253446198894,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.6166255896853556,GO:0007093,M1,1,0,GO Biological Processes,19,mitotic cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.6166255896853556,7.175076995972519,4.630417033369679,30286,126,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-0.598876385818405,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.3738828894801998,GO:1901987,M1,1,0,GO Biological Processes,19,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.3738828894801998,3.477152698048221,3.549218173924397,30286,455,134,7,5.223880597014926,1.9221783569410809,4869|4998|8452|55743|79184|92421|373509,NPM1|ORC1|CUL3|CHFR|BRCC3|CHMP4C|USP50,-0.44095519901356667,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.237616393997848,GO:0000075,M1,1,0,GO Biological Processes,19,cell cycle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-2.237616393997848,5.615277649021972,3.914311366301795,30286,161,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-0.34381160048803316,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.1532893698983413,GO:0045786,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-2.1532893698983413,3.56865671641791,3.3591301224350794,30286,380,134,6,4.477611940298507,1.7865838855659097,4869|4998|27429|55743|79184|92421,NPM1|ORC1|HTRA2|CHFR|BRCC3|CHMP4C,-0.29615424593056006,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.061642623657101,GO:1901991,M1,1,0,GO Biological Processes,19,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.061642623657101,4.994804980621754,3.5935499037448757,30286,181,134,4,2.985074626865672,1.4700918647267915,4998|55743|79184|92421,ORC1|CHFR|BRCC3|CHMP4C,-0.24569761964230188,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-2.0206180368162836,GO:0010948,M1,1,0,GO Biological Processes,19,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-2.0206180368162836,3.896809058157489,3.304420610269009,30286,290,134,5,3.7313432835820897,1.6372788802699978,4869|4998|55743|79184|92421,NPM1|ORC1|CHFR|BRCC3|CHMP4C,-0.22853278556620477,0,6,0,0,-4.874498206937528,13.294995610184374,
1,-4.865951366327915,GO:0060736,M1,1,0,GO Biological Processes,19,prostate gland growth,19_GO:0040007 growth,-4.865951366327915,61.640434192673,13.409873927581774,30286,11,134,3,2.2388059701492535,1.278024200489543,367|2263|7337,AR|FGFR2|UBE3A,-1.57996468019329,0,7,1,1,-4.865951366327915,61.640434192673,
1,-4.286000206258117,GO:0030850,M1,1,0,GO Biological Processes,19,prostate gland development,19_GO:0022414 reproductive process,-4.286000206258117,19.6534717715769,8.440259951249041,30286,46,134,4,2.985074626865672,1.4700918647267915,367|2263|7337|55840,AR|FGFR2|UBE3A|EAF2,-1.3873760392374699,0,7,0,0,-4.865951366327915,61.640434192673,
1,-3.748926418393844,GO:0001655,M1,1,0,GO Biological Processes,19,urogenital system development,19_GO:0032502 developmental process,-3.748926418393844,14.350153991945039,7.0712450927979935,30286,63,134,4,2.985074626865672,1.4700918647267915,367|2263|7337|55840,AR|FGFR2|UBE3A|EAF2,-1.1849750406639319,0,7,0,0,-4.865951366327915,61.640434192673,
1,-3.4327353804504974,GO:0048608,M1,1,0,GO Biological Processes,19,reproductive structure development,19_GO:0022414 reproductive process,-3.4327353804504974,5.326951103070506,4.995596423105001,30286,297,134,7,5.223880597014926,1.9221783569410809,367|658|2263|7314|7337|10388|55840,AR|BMPR1B|FGFR2|UBB|UBE3A|SYCP2|EAF2,-1.0406309698202976,0,7,0,0,-4.865951366327915,61.640434192673,
1,-3.3979708305973717,GO:0061458,M1,1,0,GO Biological Processes,19,reproductive system development,19_GO:0032502 developmental process,-3.3979708305973717,5.256161055189171,4.947176451630515,30286,301,134,7,5.223880597014926,1.9221783569410809,367|658|2263|7314|7337|10388|55840,AR|BMPR1B|FGFR2|UBB|UBE3A|SYCP2|EAF2,-1.0406309698202976,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.772684713603845,GO:0060688,M1,1,0,GO Biological Processes,19,regulation of morphogenesis of a branching structure,19_GO:0032502 developmental process,-2.772684713603845,12.793297662630245,5.72849711876674,30286,53,134,3,2.2388059701492535,1.278024200489543,367|2263|57142,AR|FGFR2|RTN4,-0.6957253446198894,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.7460366924649677,GO:0009566,M1,1,0,GO Biological Processes,19,fertilization,19_GO:0022414 reproductive process,-2.7460366924649677,5.7952544967470345,4.478357736327962,30286,195,134,5,3.7313432835820897,1.6372788802699978,226|367|4809|7337|10388,ALDOA|AR|SNU13|UBE3A|SYCP2,-0.6787287091571931,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.2954379453228713,GO:0007338,M1,1,0,GO Biological Processes,19,single fertilization,19_GO:0022414 reproductive process,-2.2954379453228713,5.832643235435725,4.021165402814943,30286,155,134,4,2.985074626865672,1.4700918647267915,226|367|4809|7337,ALDOA|AR|SNU13|UBE3A,-0.37967827999325193,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.1291569499892944,GO:0050680,M1,1,0,GO Biological Processes,19,negative regulation of epithelial cell proliferation,19_GO:0048519 negative regulation of biological process,-2.1291569499892944,5.225778621344147,3.715873382502838,30286,173,134,4,2.985074626865672,1.4700918647267915,367|2263|2321|55840,AR|FGFR2|FLT1|EAF2,-0.2803440742902883,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.084899841762464,GO:0008585,M1,1,0,GO Biological Processes,19,female gonad development,19_GO:0022414 reproductive process,-2.084899841762464,7.290804044294656,4.050443924512991,30286,93,134,3,2.2388059701492535,1.278024200489543,658|7314|7337,BMPR1B|UBB|UBE3A,-0.25306480801606285,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.0759970723413037,GO:0007548,M1,1,0,GO Biological Processes,19,sex differentiation,19_GO:0022414 reproductive process,-2.0759970723413037,4.0216178892016785,3.3923762447946904,30286,281,134,5,3.7313432835820897,1.6372788802699978,367|658|7314|7337|10388,AR|BMPR1B|UBB|UBE3A|SYCP2,-0.24997000342193518,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.034987741692946,GO:0046545,M1,1,0,GO Biological Processes,19,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-2.034987741692946,6.990152331127866,3.9391951463674184,30286,97,134,3,2.2388059701492535,1.278024200489543,658|7314|7337,BMPR1B|UBB|UBE3A,-0.23652507067775114,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.034987741692946,hsa05215,M1,1,0,KEGG Pathway,24,Prostate cancer,,-2.034987741692946,6.990152331127866,3.9391951463674184,30286,97,134,3,2.2388059701492535,1.278024200489543,367|2263|3326,AR|FGFR2|HSP90AB1,-0.23652507067775114,0,7,0,0,-4.865951366327915,61.640434192673,
1,-2.005400608969068,GO:0030522,M1,1,0,GO Biological Processes,19,intracellular receptor signaling pathway,19_GO:0050896 response to stimulus,-2.005400608969068,4.80882819942839,3.492284492959609,30286,188,134,4,2.985074626865672,1.4700918647267915,367|1540|7337|92610,AR|CYLD|UBE3A|TIFA,-0.21584033274949266,0,7,0,0,-4.865951366327915,61.640434192673,
1,-4.643808481778267,GO:0002831,M1,1,0,GO Biological Processes,19,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-4.643808481778267,4.74458812806198,5.764302574729216,30286,524,134,11,8.208955223880597,2.371328389793718,1540|1687|4067|5094|7534|10758|57142|64922|79184|92610|373509,CYLD|GSDME|LYN|PCBP2|YWHAZ|TRAF3IP2|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.5329568569200054,0,8,1,1,-4.643808481778267,23.38085434894493,
1,-4.374759863578514,GO:0032103,M1,1,0,GO Biological Processes,19,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-4.374759863578514,4.4316652033947905,5.469322545074399,30286,561,134,11,8.208955223880597,2.371328389793718,1540|4067|5734|9037|55450|57142|64805|64922|79184|92610|373509,CYLD|LYN|PTGER4|SEMA5A|CAMK2N1|RTN4|P2RY12|LRRC19|BRCC3|TIFA|USP50,-1.3960709607555424,0,8,0,0,-4.643808481778267,23.38085434894493,
1,-4.153312965198705,GO:0002833,M1,1,0,GO Biological Processes,19,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-4.153312965198705,5.889639749137052,5.7404456005601325,30286,307,134,8,5.970149253731344,2.046788972748526,1540|1687|4067|57142|64922|79184|92610|373509,CYLD|GSDME|LYN|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.3873760392374699,0,8,0,0,-4.643808481778267,23.38085434894493,
1,-3.94132039143034,GO:0031349,M1,1,0,GO Biological Processes,19,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-3.94132039143034,4.820223526915187,5.268404813177419,30286,422,134,9,6.7164179104477615,2.162315511062283,1540|4067|5734|55450|57142|64922|79184|92610|373509,CYLD|LYN|PTGER4|CAMK2N1|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.319431578492295,0,8,0,0,-4.643808481778267,23.38085434894493,
1,-3.805455929767501,GO:0045088,M1,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.805455929767501,4.623032564450475,5.103447299932637,30286,440,134,9,6.7164179104477615,2.162315511062283,1540|4067|5094|7534|57142|64922|79184|92610|373509,CYLD|LYN|PCBP2|YWHAZ|RTN4|LRRC19|BRCC3|TIFA|USP50,-1.233951414147143,0,8,0,0,-4.643808481778267,23.38085434894493,
