_MEMBER_Npas2,_LogP_Npas2,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.9719591872244564,GO:0033144,M1,1,0,GO Biological Processes,19,negative regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0048519 negative regulation of biological process,-3.9719591872244564,32.741621621621626,9.625788867944497,30286,37,75,3,4.0,2.262741699796952,406|811|9575,BMAL1|CALR|CLOCK,-1.3849425054258508,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.8792713198025592,GO:0090276,M1,1,0,GO Biological Processes,19,regulation of peptide hormone secretion,19_GO:0051179 localization,-3.8792713198025592,10.24906937394247,6.48916987125937,30286,197,75,5,6.666666666666667,2.8803291992923823,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3294508151042324,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.848614634412254,GO:0002791,M1,1,0,GO Biological Processes,19,regulation of peptide secretion,19_GO:0051179 localization,-3.848614634412254,10.095333333333333,6.43003389979802,30286,200,75,5,6.666666666666667,2.8803291992923823,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3136269526176583,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.828454653312245,GO:0090087,M1,1,0,GO Biological Processes,19,regulation of peptide transport,19_GO:0051179 localization,-3.828454653312245,9.995379537953795,6.39130079083299,30286,202,75,5,6.666666666666667,2.8803291992923823,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-1.3004158314729772,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.369836755375946,GO:0046883,M1,1,0,GO Biological Processes,19,regulation of hormone secretion,19_GO:0051179 localization,-3.369836755375946,7.949081364829396,5.541329788397697,30286,254,75,5,6.666666666666667,2.8803291992923823,406|2850|3745|9575|130399,BMAL1|GPR27|KCNB1|CLOCK|ACVR1C,-0.975500763058068,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.149533582847612,GO:0032922,M1,1,0,GO Biological Processes,19,circadian regulation of gene expression,19_GO:0048511 rhythmic process,-3.149533582847612,17.306285714285714,6.805302772036099,30286,70,75,3,4.0,2.262741699796952,406|4297|9575,BMAL1|KMT2A|CLOCK,-0.7998778168436103,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.10473747409658,GO:0051223,M1,1,0,GO Biological Processes,19,regulation of protein transport,19_GO:0051179 localization,-3.10473747409658,5.506545454545455,4.744483023883336,30286,440,75,6,8.0,3.1326240331921946,406|2850|3745|5027|9575|130399,BMAL1|GPR27|KCNB1|P2RX7|CLOCK|ACVR1C,-0.7733282743556575,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-3.0963862718658643,GO:0033143,M1,1,0,GO Biological Processes,19,regulation of intracellular steroid hormone receptor signaling pathway,19_GO:0050896 response to stimulus,-3.0963862718658643,16.595068493150684,6.646816074399911,30286,73,75,3,4.0,2.262741699796952,406|811|9575,BMAL1|CALR|CLOCK,-0.7733282743556575,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-2.720690341466933,GO:0030163,M1,1,0,GO Biological Processes,19,protein catabolic process,19_GO:0008152 metabolic process,-2.720690341466933,3.9756586966713554,4.000528887931812,30286,711,75,7,9.333333333333334,3.3590122004784324,406|811|1203|5027|8507|9575|79102,BMAL1|CALR|CLN5|P2RX7|ENC1|CLOCK|RNF26,-0.46885793156661415,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-2.5406050478334774,GO:0042752,M1,1,0,GO Biological Processes,19,regulation of circadian rhythm,19_GO:0048511 rhythmic process,-2.5406050478334774,10.626666666666667,5.1308365589873555,30286,114,75,3,4.0,2.262741699796952,406|3737|9575,BMAL1|KCNA2|CLOCK,-0.34676458491084555,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-2.3618090549659687,hsa04728,M1,1,0,KEGG Pathway,24,Dopaminergic synapse,,-2.3618090549659687,9.177575757575758,4.691383615463214,30286,132,75,3,4.0,2.262741699796952,406|3800|9575,BMAL1|KIF5C|CLOCK,-0.21912111449071814,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-2.351085759422333,GO:0048511,M1,1,0,GO Biological Processes,19,rhythmic process,19_GO:0048511 rhythmic process,-2.351085759422333,6.027064676616916,4.118630804491645,30286,268,75,4,5.333333333333333,2.594581247880253,406|4297|8851|9575,BMAL1|KMT2A|CDK5R1|CLOCK,-0.21122710896594654,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-2.3256814591526704,GO:0007623,M1,1,0,GO Biological Processes,19,circadian rhythm,19_GO:0048511 rhythmic process,-2.3256814591526704,8.90764705882353,4.605056292975205,30286,136,75,3,4.0,2.262741699796952,406|4297|9575,BMAL1|KMT2A|CLOCK,-0.18863378603011244,0,3,0,0,-6.833934803606751,32.741621621621626,
1,-5.229604546328532,GO:0001508,M1,1,0,GO Biological Processes,19,action potential,19_GO:0065007 biological regulation,-5.229604546328532,19.602588996763753,9.422641580070724,30286,103,75,5,6.666666666666667,2.8803291992923823,1137|3737|3745|6324|54112,CHRNA4|KCNA2|KCNB1|SCN1B|GPR88,-2.1574976801389885,0,4,1,1,-5.229604546328532,29.368242424242425,
1,-4.968639277983894,GO:0051899,M1,1,0,GO Biological Processes,19,membrane depolarization,19_GO:0065007 biological regulation,-4.968639277983894,29.368242424242425,10.491785135218201,30286,55,75,4,5.333333333333333,2.594581247880253,1137|4297|5027|6324,CHRNA4|KMT2A|P2RX7|SCN1B,-2.069920303947462,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-4.829947766159277,GO:0042391,M1,1,0,GO Biological Processes,19,regulation of membrane potential,19_GO:0065007 biological regulation,-4.829947766159277,7.243288490284006,6.61825190779851,30286,446,75,8,10.666666666666666,3.564433361024608,1137|3737|3745|4297|5027|6324|11334|54112,CHRNA4|KCNA2|KCNB1|KMT2A|P2RX7|SCN1B|TUSC2|GPR88,-2.0077183731863335,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-4.048917979953012,GO:0051952,M1,1,0,GO Biological Processes,19,regulation of amine transport,19_GO:0051179 localization,-4.048917979953012,17.18354609929078,7.829851852212553,30286,94,75,4,5.333333333333333,2.594581247880253,1137|3737|3745|5027,CHRNA4|KCNA2|KCNB1|P2RX7,-1.445814478260952,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-3.5050355235934587,GO:0050433,M1,1,0,GO Biological Processes,19,regulation of catecholamine secretion,19_GO:0051179 localization,-3.5050355235934587,22.85735849056604,7.935181383539314,30286,53,75,3,4.0,2.262741699796952,1137|3737|3745,CHRNA4|KCNA2|KCNB1,-1.0697507549910896,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-3.3673577077326766,GO:0019226,M1,1,0,GO Biological Processes,19,transmission of nerve impulse,19_GO:0032501 multicellular organismal process,-3.3673577077326766,20.532881355932204,7.482671253843373,30286,59,75,3,4.0,2.262741699796952,3737|6324|54112,KCNA2|SCN1B|GPR88,-0.975500763058068,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-3.243703660469871,GO:0019233,M1,1,0,GO Biological Processes,19,sensory perception of pain,19_GO:0032501 multicellular organismal process,-3.243703660469871,18.637538461538462,7.09254511458767,30286,65,75,3,4.0,2.262741699796952,1137|3737|5027,CHRNA4|KCNA2|P2RX7,-0.875365681498115,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-2.618557379969797,GO:0060078,M1,1,0,GO Biological Processes,19,regulation of postsynaptic membrane potential,19_GO:0065007 biological regulation,-2.618557379969797,11.321869158878505,5.329171371355836,30286,107,75,3,4.0,2.262741699796952,1137|3737|5027,CHRNA4|KCNA2|P2RX7,-0.398387978324816,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-2.1816708502508337,GO:0140352,M1,1,0,GO Biological Processes,19,export from cell,19_GO:0051179 localization,-2.1816708502508337,4.241736694677871,3.5519111672687114,30286,476,75,5,6.666666666666667,2.8803291992923823,3737|3745|5027|10125|130399,KCNA2|KCNB1|P2RX7|RASGRP1|ACVR1C,-0.09732952764427874,0,4,0,0,-5.229604546328532,29.368242424242425,
1,-4.344314698346446,GO:0034248,M1,1,0,GO Biological Processes,19,regulation of amide metabolic process,19_GO:0008152 metabolic process,-4.344314698346446,6.188710089399745,5.958142414222096,30286,522,75,8,10.666666666666666,3.564433361024608,811|5621|6154|8507|10140|56848|84919|94103,CALR|PRNP|RPL26|ENC1|TOB1|SPHK2|PPP1R15B|ORMDL3,-1.6147598336636324,0,5,1,1,-4.344314698346446,8.628490028490027,
1,-3.5327781437434185,GO:0034249,M1,1,0,GO Biological Processes,19,negative regulation of amide metabolic process,19_GO:0048519 negative regulation of biological process,-3.5327781437434185,8.628490028490027,5.83675806073487,30286,234,75,5,6.666666666666667,2.8803291992923823,811|5621|8507|10140|94103,CALR|PRNP|ENC1|TOB1|ORMDL3,-1.0862123647313604,0,5,0,0,-4.344314698346446,8.628490028490027,
1,-2.282736266940614,GO:0006417,M1,1,0,GO Biological Processes,19,regulation of translation,19_GO:0008152 metabolic process,-2.282736266940614,4.486814814814815,3.713015057629032,30286,450,75,5,6.666666666666667,2.8803291992923823,811|6154|8507|10140|84919,CALR|RPL26|ENC1|TOB1|PPP1R15B,-0.1648719101903955,0,5,0,0,-4.344314698346446,8.628490028490027,
1,-4.34007921362852,GO:0090314,M1,1,0,GO Biological Processes,19,positive regulation of protein targeting to membrane,19_GO:0051179 localization,-4.34007921362852,43.26571428571429,11.148308792422474,30286,28,75,3,4.0,2.262741699796952,3745|5621|8851,KCNB1|PRNP|CDK5R1,-1.6147598336636324,0,6,1,1,-4.34007921362852,43.26571428571429,
1,-4.083070247744566,GO:0090313,M1,1,0,GO Biological Processes,19,regulation of protein targeting to membrane,19_GO:0051179 localization,-4.083070247744566,35.63058823529412,10.066631045002087,30286,34,75,3,4.0,2.262741699796952,3745|5621|8851,KCNB1|PRNP|CDK5R1,-1.4632610525496532,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-3.56345917588107,GO:0010038,M1,1,0,GO Biological Processes,19,response to metal ion,19_GO:0050896 response to stimulus,-3.56345917588107,6.730222222222222,5.449545078269474,30286,360,75,6,8.0,3.1326240331921946,682|811|3745|4297|5027|5621,BSG|CALR|KCNB1|KMT2A|P2RX7|PRNP,-1.1053115243191969,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-3.4790701888769275,GO:0010035,M1,1,0,GO Biological Processes,19,response to inorganic substance,19_GO:0050896 response to stimulus,-3.4790701888769275,5.363744465528147,5.035206916999137,30286,527,75,7,9.333333333333334,3.3590122004784324,682|811|3745|4297|5027|5621|84919,BSG|CALR|KCNB1|KMT2A|P2RX7|PRNP|PPP1R15B,-1.0493179088745195,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.996706227325618,GO:1903533,M1,1,0,GO Biological Processes,19,regulation of protein targeting,19_GO:0051179 localization,-2.996706227325618,15.334683544303799,6.356378176531658,30286,79,75,3,4.0,2.262741699796952,3745|5621|8851,KCNB1|PRNP|CDK5R1,-0.6905161551027066,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.896676332499218,GO:1903829,M1,1,0,GO Biological Processes,19,positive regulation of protein localization,19_GO:0051179 localization,-2.896676332499218,5.016314699792961,4.433361842208992,30286,483,75,6,8.0,3.1326240331921946,2850|3745|5027|5621|8851|94103,GPR27|KCNB1|P2RX7|PRNP|CDK5R1|ORMDL3,-0.6223754046897885,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.8838636504542494,GO:1904951,M1,1,0,GO Biological Processes,19,positive regulation of establishment of protein localization,19_GO:0051179 localization,-2.8838636504542494,6.193456032719836,4.697385740019553,30286,326,75,5,6.666666666666667,2.8803291992923823,2850|3745|5027|5621|8851,GPR27|KCNB1|P2RX7|PRNP|CDK5R1,-0.6133891304978726,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.8195627051157484,GO:0019725,M1,1,0,GO Biological Processes,19,cellular homeostasis,19_GO:0042592 homeostatic process,-2.8195627051157484,4.138643240605174,4.133770038482128,30286,683,75,7,9.333333333333334,3.3590122004784324,811|1203|3745|5027|5621|57468|94103,CALR|CLN5|KCNB1|P2RX7|PRNP|SLC12A5|ORMDL3,-0.560280401023201,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.641841468174591,GO:1905477,M1,1,0,GO Biological Processes,19,positive regulation of protein localization to membrane,19_GO:0051179 localization,-2.641841468174591,11.53752380952381,5.38924932545742,30286,105,75,3,4.0,2.262741699796952,3745|5621|8851,KCNB1|PRNP|CDK5R1,-0.409267402032212,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.560848021133721,GO:0071695,M1,1,0,GO Biological Processes,19,anatomical structure maturation,19_GO:0032502 developmental process,-2.560848021133721,6.902792022792023,4.516381196173947,30286,234,75,4,5.333333333333333,2.594581247880253,1203|3745|8851|11334,CLN5|KCNB1|CDK5R1|TUSC2,-0.36057344820567927,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.517583489678016,GO:0055082,M1,1,0,GO Biological Processes,19,intracellular chemical homeostasis,19_GO:0042592 homeostatic process,-2.517583489678016,4.213704347826087,3.8765293661707694,30286,575,75,6,8.0,3.1326240331921946,811|1203|3745|5621|57468|94103,CALR|CLN5|KCNB1|PRNP|SLC12A5|ORMDL3,-0.33633215406340466,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.3739221948491167,GO:0009410,M1,1,0,GO Biological Processes,19,response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.3739221948491167,4.717445482866044,3.859206398046803,30286,428,75,5,6.666666666666667,2.8803291992923823,811|5027|5621|6506|57468,CALR|P2RX7|PRNP|SLC1A2|SLC12A5,-0.22838641150103986,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-2.2519938951963234,GO:0021700,M1,1,0,GO Biological Processes,19,developmental maturation,19_GO:0032502 developmental process,-2.2519938951963234,5.647738927738928,3.9348300951212076,30286,286,75,4,5.333333333333333,2.594581247880253,1203|3745|8851|11334,CLN5|KCNB1|CDK5R1|TUSC2,-0.13836481142210655,0,6,0,0,-4.34007921362852,43.26571428571429,
1,-4.174570256372228,GO:0043065,M1,1,0,GO Biological Processes,19,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-4.174570256372228,5.852367149758454,5.732689167287852,30286,552,75,8,10.666666666666666,3.564433361024608,5027|5621|5654|6154|6201|8851|56848|130399,P2RX7|PRNP|HTRA1|RPL26|RPS7|CDK5R1|SPHK2|ACVR1C,-1.5284321224549655,0,7,1,1,-4.174570256372228,5.852367149758454,
1,-4.056768829652283,GO:0043068,M1,1,0,GO Biological Processes,19,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-4.056768829652283,5.628060394889663,5.577645278606462,30286,574,75,8,10.666666666666666,3.564433361024608,5027|5621|5654|6154|6201|8851|56848|130399,P2RX7|PRNP|HTRA1|RPL26|RPS7|CDK5R1|SPHK2|ACVR1C,-1.445814478260952,0,7,0,0,-4.174570256372228,5.852367149758454,
1,-3.848614634412254,M5932,M1,1,0,Hallmark Gene Sets,23,HALLMARK INFLAMMATORY RESPONSE,,-3.848614634412254,10.095333333333333,6.43003389979802,30286,200,75,5,6.666666666666667,2.8803291992923823,3566|5027|6324|6506|10125,IL4R|P2RX7|SCN1B|SLC1A2|RASGRP1,-1.3136269526176583,0,8,1,1,-3.848614634412254,10.095333333333333,
1,-3.7357969459088265,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-3.7357969459088265,5.913584379358438,5.39520334947504,30286,478,75,7,9.333333333333334,3.3590122004784324,1137|3566|4297|5027|9759|10125|11334,CHRNA4|IL4R|KMT2A|P2RX7|HDAC4|RASGRP1|TUSC2,-1.2409264873222134,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-3.3077245531127346,GO:0006954,M1,1,0,GO Biological Processes,19,inflammatory response,19_GO:0050896 response to stimulus,-3.3077245531127346,5.020769686204855,4.798206601542974,30286,563,75,7,9.333333333333334,3.3590122004784324,3566|5027|8482|9759|10125|11334|80274,IL4R|P2RX7|SEMA7A|HDAC4|RASGRP1|TUSC2|SCUBE1,-0.93458769125921,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-3.1404744171204184,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-3.1404744171204184,4.703316694398226,4.569002888037921,30286,601,75,7,9.333333333333334,3.3590122004784324,1137|3566|4297|5027|9759|10125|11334,CHRNA4|IL4R|KMT2A|P2RX7|HDAC4|RASGRP1|TUSC2,-0.7953662788671374,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.66970034347774,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-2.66970034347774,3.893516988062443,3.9319139273826114,30286,726,75,7,9.333333333333334,3.3590122004784324,1137|3566|4297|5027|9759|10125|11334,CHRNA4|IL4R|KMT2A|P2RX7|HDAC4|RASGRP1|TUSC2,-0.42868080285963905,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.250900334667258,GO:0002252,M1,1,0,GO Biological Processes,19,immune effector process,19_GO:0002376 immune system process,-2.250900334667258,4.4084425036390105,3.66217011621599,30286,458,75,5,6.666666666666667,2.8803291992923823,3566|4297|5027|10125|11334,IL4R|KMT2A|P2RX7|RASGRP1|TUSC2,-0.13836481142210655,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.2361780637067077,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-2.2361780637067077,5.589111880046136,3.9057147852816785,30286,289,75,4,5.333333333333333,2.594581247880253,3566|4297|9759|11334,IL4R|KMT2A|HDAC4|TUSC2,-0.12890678045391338,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.225739255987678,GO:0002443,M1,1,0,GO Biological Processes,19,leukocyte mediated immunity,19_GO:0002376 immune system process,-2.225739255987678,5.550698739977091,3.886529937826021,30286,291,75,4,5.333333333333333,2.594581247880253,3566|5027|10125|11334,IL4R|P2RX7|RASGRP1|TUSC2,-0.12624658930850222,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.0924736070872183,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-2.0924736070872183,5.079412997903564,3.6437135323746457,30286,318,75,4,5.333333333333333,2.594581247880253,3566|4297|5027|10125,IL4R|KMT2A|P2RX7|RASGRP1,-0.03460718001228529,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-2.0329501638045935,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-2.0329501638045935,4.879919436052367,3.536420610707938,30286,331,75,4,5.333333333333333,2.594581247880253,3566|4297|9759|11334,IL4R|KMT2A|HDAC4|TUSC2,0.0,0,8,0,0,-3.848614634412254,10.095333333333333,
1,-3.775664615163863,GO:1903307,M1,1,0,GO Biological Processes,19,positive regulation of regulated secretory pathway,19_GO:0051179 localization,-3.775664615163863,28.173023255813956,8.884267446068645,30286,43,75,3,4.0,2.262741699796952,3566|3745|56848,IL4R|KCNB1|SPHK2,-1.2743600465718399,0,9,1,1,-3.775664615163863,28.173023255813956,
1,-3.456981468850718,GO:0002702,M1,1,0,GO Biological Processes,19,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-3.456981468850718,12.054129353233831,6.389704137979442,30286,134,75,4,5.333333333333333,2.594581247880253,3566|5027|8482|56848,IL4R|P2RX7|SEMA7A|SPHK2,-1.0326920845498122,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-3.38489813792625,GO:0043467,M1,1,0,GO Biological Processes,19,regulation of generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-3.38489813792625,11.53752380952381,6.226580534184281,30286,140,75,4,5.333333333333333,2.594581247880253,5027|8445|9759|56848,P2RX7|DYRK2|HDAC4|SPHK2,-0.9765968590094746,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-3.346630905194798,GO:0002699,M1,1,0,GO Biological Processes,19,positive regulation of immune effector process,19_GO:0002376 immune system process,-3.346630905194798,7.856290531776913,5.499803958416343,30286,257,75,5,6.666666666666667,2.8803291992923823,3566|5027|8482|10125|56848,IL4R|P2RX7|SEMA7A|RASGRP1|SPHK2,-0.9637342060521172,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-3.1232420552949387,GO:1903532,M1,1,0,GO Biological Processes,19,positive regulation of secretion by cell,19_GO:0051179 localization,-3.1232420552949387,7.010648148148148,5.106616800189019,30286,288,75,5,6.666666666666667,2.8803291992923823,2850|3566|3745|5027|56848,GPR27|IL4R|KCNB1|P2RX7|SPHK2,-0.7826344182683342,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-3.113841050158715,GO:1903578,M1,1,0,GO Biological Processes,19,regulation of ATP metabolic process,19_GO:0008152 metabolic process,-3.113841050158715,16.825555555555557,6.6985834308717305,30286,72,75,3,4.0,2.262741699796952,5027|9759|56848,P2RX7|HDAC4|SPHK2,-0.7776877545583603,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-3.0290138107217284,GO:0045921,M1,1,0,GO Biological Processes,19,positive regulation of exocytosis,19_GO:0051179 localization,-3.0290138107217284,15.732987012987014,6.449556687355587,30286,77,75,3,4.0,2.262741699796952,3566|3745|56848,IL4R|KCNB1|SPHK2,-0.7186677787276594,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.968173704478505,GO:0051047,M1,1,0,GO Biological Processes,19,positive regulation of secretion,19_GO:0051179 localization,-2.968173704478505,6.4713675213675215,4.840193274334334,30286,312,75,5,6.666666666666667,2.8803291992923823,2850|3566|3745|5027|56848,GPR27|IL4R|KCNB1|P2RX7|SPHK2,-0.6672599085044149,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.9652555021120546,GO:0002720,M1,1,0,GO Biological Processes,19,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-2.9652555021120546,14.95604938271605,6.266534819932861,30286,81,75,3,4.0,2.262741699796952,5027|8482|56848,P2RX7|SEMA7A|SPHK2,-0.6672599085044149,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.9152888616636203,GO:0002700,M1,1,0,GO Biological Processes,19,regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-2.9152888616636203,8.637718360071302,5.219997317389716,30286,187,75,4,5.333333333333333,2.594581247880253,3566|5027|8482|56848,IL4R|P2RX7|SEMA7A|SPHK2,-0.629302175528996,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.9067560496056553,GO:0017157,M1,1,0,GO Biological Processes,19,regulation of exocytosis,19_GO:0051179 localization,-2.9067560496056553,8.59177304964539,5.20253718088956,30286,188,75,4,5.333333333333333,2.594581247880253,3566|3745|56848|140775,IL4R|KCNB1|SPHK2|SMCR8,-0.6285947009829874,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.8203926663394303,GO:0001819,M1,1,0,GO Biological Processes,19,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-2.8203926663394303,4.84576,4.320390056168574,30286,500,75,6,8.0,3.1326240331921946,3566|5027|8482|10125|11334|56848,IL4R|P2RX7|SEMA7A|RASGRP1|TUSC2|SPHK2,-0.560280401023201,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.8194739105698887,GO:1900542,M1,1,0,GO Biological Processes,19,regulation of purine nucleotide metabolic process,19_GO:0008152 metabolic process,-2.8194739105698887,13.312527472527472,5.860872342412225,30286,91,75,3,4.0,2.262741699796952,5027|9759|56848,P2RX7|HDAC4|SPHK2,-0.560280401023201,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.805844694136538,GO:0006140,M1,1,0,GO Biological Processes,19,regulation of nucleotide metabolic process,19_GO:0008152 metabolic process,-2.805844694136538,13.167826086956522,5.823826823098277,30286,92,75,3,4.0,2.262741699796952,5027|9759|56848,P2RX7|HDAC4|SPHK2,-0.550347330149814,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.7022012414487357,GO:0030148,M1,1,0,GO Biological Processes,19,sphingolipid biosynthetic process,19_GO:0008152 metabolic process,-2.7022012414487357,12.1144,5.546833235624123,30286,100,75,3,4.0,2.262741699796952,5027|56848|94103,P2RX7|SPHK2|ORMDL3,-0.4566856792244066,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.701279680200806,GO:0060627,M1,1,0,GO Biological Processes,19,regulation of vesicle-mediated transport,19_GO:0051179 localization,-2.701279680200806,4.588787878787879,4.145002064572075,30286,528,75,6,8.0,3.1326240331921946,811|3566|3745|8851|56848|140775,CALR|IL4R|KCNB1|CDK5R1|SPHK2|SMCR8,-0.4566856792244066,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.569443527992883,GO:0002697,M1,1,0,GO Biological Processes,19,regulation of immune effector process,19_GO:0002376 immune system process,-2.569443527992883,5.244329004329004,4.175980095007752,30286,385,75,5,6.666666666666667,2.8803291992923823,3566|5027|8482|10125|56848,IL4R|P2RX7|SEMA7A|RASGRP1|SPHK2,-0.3659157976671193,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.483078334580316,GO:0002703,M1,1,0,GO Biological Processes,19,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.483078334580316,6.566070460704607,4.367452188804925,30286,246,75,4,5.333333333333333,2.594581247880253,3566|5027|10125|56848,IL4R|P2RX7|RASGRP1|SPHK2,-0.3079873076705229,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.477796034005745,GO:0002718,M1,1,0,GO Biological Processes,19,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-2.477796034005745,10.095333333333334,4.974074091099772,30286,120,75,3,4.0,2.262741699796952,5027|8482|56848,P2RX7|SEMA7A|SPHK2,-0.30575270017795736,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.428000544326106,GO:1903305,M1,1,0,GO Biological Processes,19,regulation of regulated secretory pathway,19_GO:0051179 localization,-2.428000544326106,9.69152,4.851653118455233,30286,125,75,3,4.0,2.262741699796952,3566|3745|56848,IL4R|KCNB1|SPHK2,-0.26198917526823134,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.290697059655185,GO:0046467,M1,1,0,GO Biological Processes,19,membrane lipid biosynthetic process,19_GO:0008152 metabolic process,-2.290697059655185,8.653142857142857,4.5222114038355485,30286,140,75,3,4.0,2.262741699796952,5027|56848|94103,P2RX7|SPHK2|ORMDL3,-0.1701435643941853,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.1457922726985204,GO:0006665,M1,1,0,GO Biological Processes,19,sphingolipid metabolic process,19_GO:0008152 metabolic process,-2.1457922726985204,7.667341772151899,4.186566367990874,30286,158,75,3,4.0,2.262741699796952,5027|56848|94103,P2RX7|SPHK2|ORMDL3,-0.06883290371456491,0,9,0,0,-3.775664615163863,28.173023255813956,
1,-2.0329501638045935,GO:0062012,M1,1,0,GO Biological Processes,19,regulation of small molecule metabolic process,19_GO:0008152 metabolic process,-2.0329501638045935,4.879919436052367,3.536420610707938,30286,331,75,4,5.333333333333333,2.594581247880253,5027|8445|9759|56848,P2RX7|DYRK2|HDAC4|SPHK2,0.0,0,9,0,0,-3.775664615163863,28.173023255813956,
