Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,19_GO:0048518 positive regulation of biological process,-4,32,9.6,30286,28,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-3.9,6.4,5.7,30286,331,100,7,7,2.6,801|805|808|3021|6500|7314|7534,CALM1|CALM2|CALM3|H3-3B|SKP1|UBB|YWHAZ,-1.7,Kansl1l
GO Biological Processes,19,GO:0098901,regulation of cardiac muscle cell action potential,19_GO:0050789 regulation of biological process,-3.9,31,9.4,30286,29,100,3,3,1.7,801|808|29119,CALM1|CALM3|CTNNA3,-1.7,Kansl1l
KEGG Pathway,24,hsa04744,Phototransduction,,-3.9,31,9.4,30286,29,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-5218920,VEGFR2 mediated vascular permeability,,-3.9,31,9.4,30286,29,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-9619483,Activation of AMPK downstream of NMDARs,,-3.9,31,9.4,30286,29,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-372790,Signaling by GPCR,,-3.9,4.3,5.1,30286,709,100,10,10,3,801|805|808|3357|3358|6019|9934|10803|64805|122042,CALM1|CALM2|CALM3|HTR2B|HTR2C|RLN2|P2RY14|CCR9|P2RY12|RXFP2,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-373076,Class A/1 (Rhodopsin-like receptors),,-3.9,6.3,5.7,30286,334,100,7,7,2.6,3357|3358|6019|9934|10803|64805|122042,HTR2B|HTR2C|RLN2|P2RY14|CCR9|P2RY12|RXFP2,-1.7,Kansl1l
GO Biological Processes,19,GO:0055117,regulation of cardiac muscle contraction,19_GO:0032501 multicellular organismal process,-3.9,16,7.5,30286,77,100,4,4,2,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,-1.7,Kansl1l
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.9,4.7,5.2,30286,578,100,9,9,2.9,801|805|808|2045|3326|3357|3624|4067|4282,CALM1|CALM2|CALM3|EPHA7|HSP90AB1|HTR2B|INHBA|LYN|MIF,-1.7,Kansl1l
GO Biological Processes,19,GO:1901021,positive regulation of calcium ion transmembrane transporter activity,19_GO:0051179 localization,-3.9,30,9.2,30286,30,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-418360,Platelet calcium homeostasis,,-3.9,30,9.2,30286,30,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.7,Kansl1l
Reactome Gene Sets,6,R-HSA-9664433,Leishmania parasite growth and survival,,-3.9,15,7.3,30286,79,100,4,4,2,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-1.6,Kansl1l
Reactome Gene Sets,6,R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,,-3.9,15,7.3,30286,79,100,4,4,2,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-1.6,Kansl1l
GO Biological Processes,19,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,19_GO:0042592 homeostatic process,-3.8,29,9.1,30286,31,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
GO Biological Processes,19,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,19_GO:0051179 localization,-3.8,28,8.9,30286,32,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
Reactome Gene Sets,6,R-HSA-451326,Activation of kainate receptors upon glutamate binding,,-3.8,28,8.9,30286,32,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
Reactome Gene Sets,6,R-HSA-5626467,RHO GTPases activate IQGAPs,,-3.8,28,8.9,30286,32,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
GO Biological Processes,19,GO:0051279,regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-3.8,15,7.1,30286,83,100,4,4,2,801|805|808|4067,CALM1|CALM2|CALM3|LYN,-1.6,Kansl1l
GO Biological Processes,19,GO:0032414,positive regulation of ion transmembrane transporter activity,19_GO:0051179 localization,-3.8,15,7.1,30286,83,100,4,4,2,801|805|808|4697,CALM1|CALM2|CALM3|NDUFA4,-1.6,Kansl1l
Reactome Gene Sets,6,R-HSA-6802957,Oncogenic MAPK signaling,,-3.8,14,7.1,30286,84,100,4,4,2,801|805|808|7529,CALM1|CALM2|CALM3|YWHAB,-1.6,Kansl1l
Reactome Gene Sets,6,R-HSA-9022692,Regulation of MECP2 expression and activity,,-3.8,28,8.8,30286,33,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.6,Kansl1l
GO Biological Processes,19,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,19_GO:0050896 response to stimulus,-3.7,27,8.6,30286,34,100,3,3,1.7,3190|4282|7314,HNRNPK|MIF|UBB,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-5576892,Phase 0 - rapid depolarisation,,-3.7,27,8.6,30286,34,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
GO Biological Processes,19,GO:0035456,response to interferon-beta,19_GO:0050896 response to stimulus,-3.7,27,8.6,30286,34,100,3,3,1.7,801|9447|27429,CALM1|AIM2|HTRA2,-1.5,Kansl1l
GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-3.7,9.4,6.2,30286,161,100,5,5,2.2,1006|3326|3357|4067|27429,CDH8|HSP90AB1|HTR2B|LYN|HTRA2,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-5628897,TP53 Regulates Metabolic Genes,,-3.7,14,6.9,30286,87,100,4,4,2,1350|4697|7529|7534,COX7C|NDUFA4|YWHAB|YWHAZ,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-9658195,Leishmania infection,,-3.7,9.2,6.1,30286,164,100,5,5,2.2,801|805|808|3326|4067,CALM1|CALM2|CALM3|HSP90AB1|LYN,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-9824443,Parasitic Infection Pathways,,-3.7,9.2,6.1,30286,164,100,5,5,2.2,801|805|808|3326|4067,CALM1|CALM2|CALM3|HSP90AB1|LYN,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-1280218,Adaptive Immune System,,-3.6,3.9,4.8,30286,768,100,10,10,3,801|805|808|830|4067|6500|7314|7529|7534|90293,CALM1|CALM2|CALM3|CAPZA2|LYN|SKP1|UBB|YWHAB|YWHAZ|KLHL13,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-2514859,"Inactivation, recovery and regulation of the phototransduction cascade",,-3.6,25,8.4,30286,36,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-111933,Calmodulin induced events,,-3.6,25,8.3,30286,37,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-2514856,The phototransduction cascade,,-3.6,25,8.3,30286,37,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
Reactome Gene Sets,6,R-HSA-111997,CaM pathway,,-3.6,25,8.3,30286,37,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.5,Kansl1l
GO Biological Processes,19,GO:0032411,positive regulation of transporter activity,19_GO:0051179 localization,-3.6,13,6.7,30286,92,100,4,4,2,801|805|808|4697,CALM1|CALM2|CALM3|NDUFA4,-1.5,Kansl1l
GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-3.6,5.7,5.2,30286,375,100,7,7,2.6,801|805|808|3326|3357|6500|128344,CALM1|CALM2|CALM3|HSP90AB1|HTR2B|SKP1|CIMAP3,-1.5,Kansl1l
GO Biological Processes,19,GO:0032465,regulation of cytokinesis,19_GO:0050789 regulation of biological process,-3.6,13,6.7,30286,93,100,4,4,2,801|805|808|90293,CALM1|CALM2|CALM3|KLHL13,-1.4,Kansl1l
GO Biological Processes,19,GO:0050848,regulation of calcium-mediated signaling,19_GO:0050896 response to stimulus,-3.6,13,6.6,30286,94,100,4,4,2,801|805|808|3358,CALM1|CALM2|CALM3|HTR2C,-1.4,Kansl1l
KEGG Pathway,24,hsa05010,Alzheimer disease,,-3.5,5.5,5.1,30286,384,100,7,7,2.6,801|805|808|1350|2597|4697|4718,CALM1|CALM2|CALM3|COX7C|GAPDH|NDUFA4|NDUFC2,-1.4,Kansl1l
Reactome Gene Sets,6,R-HSA-111996,Ca-dependent events,,-3.5,23,8,30286,39,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.4,Kansl1l
Reactome Gene Sets,6,R-HSA-9692914,SARS-CoV-1-host interactions,,-3.5,13,6.6,30286,96,100,4,4,2,5094|7314|7529|7534,PCBP2|UBB|YWHAB|YWHAZ,-1.4,Kansl1l
GO Biological Processes,19,GO:0006942,regulation of striated muscle contraction,19_GO:0032501 multicellular organismal process,-3.5,12,6.5,30286,98,100,4,4,2,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,-1.4,Kansl1l
Reactome Gene Sets,6,R-HSA-109581,Apoptosis,,-3.5,8.4,5.7,30286,180,100,5,5,2.2,1687|3006|7314|7529|7534,GSDME|H1-2|UBB|YWHAB|YWHAZ,-1.3,Kansl1l
GO Biological Processes,19,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,19_GO:0042592 homeostatic process,-3.5,22,7.8,30286,41,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-3.5,6.5,5.3,30286,280,100,6,6,2.4,801|805|808|4747|7314|7529,CALM1|CALM2|CALM3|NEFL|UBB|YWHAB,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-3.4,6.4,5.2,30286,286,100,6,6,2.4,801|805|808|4747|7314|7529,CALM1|CALM2|CALM3|NEFL|UBB|YWHAB,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-983712,Ion channel transport,,-3.4,8.1,5.6,30286,186,100,5,5,2.2,801|805|808|7314|9296,CALM1|CALM2|CALM3|UBB|ATP6V1F,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-1489509,DAG and IP3 signaling,,-3.4,21,7.6,30286,43,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-9006934,Signaling by Receptor Tyrosine Kinases,,-3.4,4.5,4.7,30286,534,100,8,8,2.7,801|805|808|4067|7314|7529|9296|23767,CALM1|CALM2|CALM3|LYN|UBB|YWHAB|ATP6V1F|FLRT3,-1.3,Kansl1l
GO Biological Processes,19,GO:0002027,regulation of heart rate,19_GO:0032501 multicellular organismal process,-3.4,12,6.3,30286,104,100,4,4,2,801|805|808|29119,CALM1|CALM2|CALM3|CTNNA3,-1.3,Kansl1l
GO Biological Processes,19,GO:0010799,regulation of peptidyl-threonine phosphorylation,19_GO:0008152 metabolic process,-3.4,21,7.5,30286,44,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
GO Biological Processes,19,GO:0021762,substantia nigra development,19_GO:0032502 developmental process,-3.4,21,7.5,30286,44,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0008152 metabolic process,-3.4,8,5.5,30286,190,100,5,5,2.2,2045|9447|23204|27429|373509,EPHA7|AIM2|ARL6IP1|HTRA2|USP50,-1.3,Kansl1l
GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.4,8,5.5,30286,190,100,5,5,2.2,1687|3190|4282|7314|27429,GSDME|HNRNPK|MIF|UBB|HTRA2,-1.3,Kansl1l
GO Biological Processes,19,GO:0051402,neuron apoptotic process,19_GO:0009987 cellular process,-3.4,11,6.2,30286,106,100,4,4,2,2045|2597|4747|27429,EPHA7|GAPDH|NEFL|HTRA2,-1.3,Kansl1l
GO Biological Processes,19,GO:0006091,generation of precursor metabolites and energy,19_GO:0008152 metabolic process,-3.4,5.2,4.9,30286,410,100,7,7,2.6,226|1350|2597|4697|4718|7167|400916,ALDOA|COX7C|GAPDH|NDUFA4|NDUFC2|TPI1|CHCHD10,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-445355,Smooth Muscle Contraction,,-3.3,20,7.4,30286,45,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.3,Kansl1l
Reactome Gene Sets,6,R-HSA-2672351,Stimuli-sensing channels,,-3.3,11,6.1,30286,109,100,4,4,2,801|805|808|7314,CALM1|CALM2|CALM3|UBB,-1.2,Kansl1l
GO Biological Processes,19,GO:0006096,glycolytic process,19_GO:0008152 metabolic process,-3.3,20,7.3,30286,46,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.2,Kansl1l
GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-3.3,6,5,30286,302,100,6,6,2.4,801|805|808|3326|3357|128344,CALM1|CALM2|CALM3|HSP90AB1|HTR2B|CIMAP3,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-4570464,SUMOylation of RNA binding proteins,,-3.3,19,7.2,30286,47,100,3,3,1.7,3183|3190|6613,HNRNPC|HNRNPK|SUMO2,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-69231,Cyclin D associated events in G1,,-3.3,19,7.2,30286,47,100,3,3,1.7,4067|6500|7314,LYN|SKP1|UBB,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-69236,G1 Phase,,-3.3,19,7.2,30286,47,100,3,3,1.7,4067|6500|7314,LYN|SKP1|UBB,-1.2,Kansl1l
GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0008152 metabolic process,-3.3,7.6,5.4,30286,198,100,5,5,2.2,3326|6500|7314|55743|84707,HSP90AB1|SKP1|UBB|CHFR|BEX2,-1.2,Kansl1l
Hallmark Gene Sets,23,M5936,HALLMARK OXIDATIVE PHOSPHORYLATION,,-3.3,7.6,5.4,30286,200,100,5,5,2.2,1350|4697|4718|9296|27429,COX7C|NDUFA4|NDUFC2|ATP6V1F|HTRA2,-1.2,Kansl1l
GO Biological Processes,19,GO:2001258,negative regulation of cation channel activity,19_GO:0051179 localization,-3.3,19,7.2,30286,48,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",,-3.3,19,7.2,30286,48,100,3,3,1.7,4067|7314|7534,LYN|UBB|YWHAZ,-1.2,Kansl1l
GO Biological Processes,19,GO:0000086,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-3.3,19,7.2,30286,48,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
GO Biological Processes,19,GO:0046032,ADP catabolic process,19_GO:0008152 metabolic process,-3.3,19,7.2,30286,48,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-3.3,3.9,4.4,30286,706,100,9,9,2.9,801|805|808|1794|3021|3183|3326|7529|7534,CALM1|CALM2|CALM3|DOCK2|H3-3B|HNRNPC|HSP90AB1|YWHAB|YWHAZ,-1.2,Kansl1l
GO Biological Processes,19,GO:2001259,positive regulation of cation channel activity,19_GO:0051179 localization,-3.2,19,7.1,30286,49,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
GO Biological Processes,19,GO:1903170,negative regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.2,19,7.1,30286,49,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-3.2,7.4,5.3,30286,205,100,5,5,2.2,801|805|808|4747|4900,CALM1|CALM2|CALM3|NEFL|NRGN,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-1483249,Inositol phosphate metabolism,,-3.2,18,7,30286,50,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
GO Biological Processes,19,GO:0019364,pyridine nucleotide catabolic process,19_GO:0008152 metabolic process,-3.2,18,7,30286,50,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.2,Kansl1l
GO Biological Processes,19,GO:0006334,nucleosome assembly,19_GO:0009987 cellular process,-3.2,10,5.8,30286,118,100,4,4,2,3006|3021|4674|23270,H1-2|H3-3B|NAP1L2|TSPYL4,-1.2,Kansl1l
GO Biological Processes,19,GO:0009137,purine nucleoside diphosphate catabolic process,19_GO:0008152 metabolic process,-3.2,18,6.9,30286,51,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-112043,PLC beta mediated events,,-3.2,18,6.9,30286,51,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.2,Kansl1l
GO Biological Processes,19,GO:0009181,purine ribonucleoside diphosphate catabolic process,19_GO:0008152 metabolic process,-3.2,18,6.9,30286,51,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.2,Kansl1l
Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-3.2,3.8,4.3,30286,722,100,9,9,2.9,801|805|808|1794|3021|3183|3326|7529|7534,CALM1|CALM2|CALM3|DOCK2|H3-3B|HNRNPC|HSP90AB1|YWHAB|YWHAZ,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-3.2,5.7,4.9,30286,318,100,6,6,2.4,801|805|808|9934|10803|64805,CALM1|CALM2|CALM3|P2RY14|CCR9|P2RY12,-1.1,Kansl1l
GO Biological Processes,19,GO:0043270,positive regulation of monoatomic ion transport,19_GO:0051179 localization,-3.2,7.2,5.2,30286,211,100,5,5,2.2,801|805|808|4697|64805,CALM1|CALM2|CALM3|NDUFA4|P2RY12,-1.1,Kansl1l
GO Biological Processes,19,GO:0006119,oxidative phosphorylation,19_GO:0008152 metabolic process,-3.2,10,5.7,30286,121,100,4,4,2,1350|4697|4718|400916,COX7C|NDUFA4|NDUFC2|CHCHD10,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-5357801,Programmed Cell Death,,-3.1,7.1,5.2,30286,213,100,5,5,2.2,1687|3006|7314|7529|7534,GSDME|H1-2|UBB|YWHAB|YWHAZ,-1.1,Kansl1l
GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,19_GO:0051179 localization,-3.1,7.1,5.2,30286,213,100,5,5,2.2,801|805|808|4697|23204,CALM1|CALM2|CALM3|NDUFA4|ARL6IP1,-1.1,Kansl1l
GO Biological Processes,19,GO:0072526,pyridine-containing compound catabolic process,19_GO:0008152 metabolic process,-3.1,17,6.8,30286,53,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.1,Kansl1l
GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.1,17,6.8,30286,53,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
GO Biological Processes,19,GO:2000241,regulation of reproductive process,19_GO:0022414 reproductive process,-3.1,7.1,5.1,30286,214,100,5,5,2.2,3624|8633|27306|55743|55840,INHBA|UNC5C|HPGDS|CHFR|EAF2,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-5683057,MAPK family signaling cascades,,-3.1,5.6,4.8,30286,325,100,6,6,2.4,801|805|808|4747|7314|7529,CALM1|CALM2|CALM3|NEFL|UBB|YWHAB,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-1428517,Aerobic respiration and respiratory electron transport,,-3.1,7,5.1,30286,215,100,5,5,2.2,1350|4697|4718|7314|122961,COX7C|NDUFA4|NDUFC2|UBB|ISCA2,-1.1,Kansl1l
KEGG Pathway,24,hsa05417,Lipid and atherosclerosis,,-3.1,7,5.1,30286,215,100,5,5,2.2,801|805|808|3326|4067,CALM1|CALM2|CALM3|HSP90AB1|LYN,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-3.1,5.6,4.8,30286,326,100,6,6,2.4,801|805|808|3021|7529|7534,CALM1|CALM2|CALM3|H3-3B|YWHAB|YWHAZ,-1.1,Kansl1l
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.1,3.7,4.3,30286,738,100,9,9,2.9,801|1687|2597|3326|3624|4067|9447|10803|27429,CALM1|GSDME|GAPDH|HSP90AB1|INHBA|LYN|AIM2|CCR9|HTRA2,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-9604323,Negative regulation of NOTCH4 signaling,,-3.1,17,6.7,30286,54,100,3,3,1.7,6500|7314|7534,SKP1|UBB|YWHAZ,-1.1,Kansl1l
GO Biological Processes,19,GO:0046031,ADP metabolic process,19_GO:0008152 metabolic process,-3.1,17,6.7,30286,54,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.1,Kansl1l
GO Biological Processes,19,GO:0009191,ribonucleoside diphosphate catabolic process,19_GO:0008152 metabolic process,-3.1,17,6.7,30286,54,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.1,Kansl1l
GO Biological Processes,19,GO:0034605,cellular response to heat,19_GO:0050896 response to stimulus,-3.1,17,6.6,30286,55,100,3,3,1.7,3326|4067|27429,HSP90AB1|LYN|HTRA2,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-109606,Intrinsic Pathway for Apoptosis,,-3.1,17,6.6,30286,55,100,3,3,1.7,1687|7529|7534,GSDME|YWHAB|YWHAZ,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,,-3.1,4.6,4.5,30286,459,100,7,7,2.6,801|805|808|4067|6500|7314|7529,CALM1|CALM2|CALM3|LYN|SKP1|UBB|YWHAB,-1.1,Kansl1l
GO Biological Processes,19,GO:0071902,positive regulation of protein serine/threonine kinase activity,19_GO:0048518 positive regulation of biological process,-3.1,9.5,5.6,30286,127,100,4,4,2,801|805|808|3357,CALM1|CALM2|CALM3|HTR2B,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-112040,G-protein mediated events,,-3.1,16,6.6,30286,56,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-5578775,Ion homeostasis,,-3.1,16,6.6,30286,56,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis,,-3.1,16,6.6,30286,56,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-3.1,6.8,5,30286,222,100,5,5,2.2,801|805|808|3021|3326,CALM1|CALM2|CALM3|H3-3B|HSP90AB1,-1.1,Kansl1l
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-3.1,5.4,4.7,30286,336,100,6,6,2.4,4067|6613|9447|27429|55743|373509,LYN|SUMO2|AIM2|HTRA2|CHFR|USP50,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",,-3,16,6.5,30286,57,100,3,3,1.7,3326|7314|9447,HSP90AB1|UBB|AIM2,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-936837,Ion transport by P-type ATPases,,-3,16,6.5,30286,57,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-114608,Platelet degranulation,,-3,9.4,5.5,30286,129,100,4,4,2,226|801|805|808,ALDOA|CALM1|CALM2|CALM3,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-500792,GPCR ligand binding,,-3,4.5,4.4,30286,468,100,7,7,2.6,3357|3358|6019|9934|10803|64805|122042,HTR2B|HTR2C|RLN2|P2RY14|CCR9|P2RY12|RXFP2,-1.1,Kansl1l
GO Biological Processes,19,GO:0009134,nucleoside diphosphate catabolic process,19_GO:0008152 metabolic process,-3,16,6.4,30286,58,100,3,3,1.7,226|2597|7167,ALDOA|GAPDH|TPI1,-1.1,Kansl1l
Reactome Gene Sets,6,R-HSA-917937,Iron uptake and transport,,-3,16,6.4,30286,58,100,3,3,1.7,6500|7314|9296,SKP1|UBB|ATP6V1F,-1.1,Kansl1l
GO Biological Processes,19,GO:0065004,protein-DNA complex assembly,19_GO:0009987 cellular process,-3,6.7,4.9,30286,227,100,5,5,2.2,3006|3021|4674|23270|54457,H1-2|H3-3B|NAP1L2|TSPYL4|TAF7L,-1.1,Kansl1l
GO Biological Processes,19,GO:0098900,regulation of action potential,19_GO:0050789 regulation of biological process,-3,15,6.4,30286,59,100,3,3,1.7,801|808|29119,CALM1|CALM3|CTNNA3,-1,Kansl1l
KEGG Pathway,24,hsa00190,Oxidative phosphorylation,,-3,9,5.4,30286,134,100,4,4,2,1350|4697|4718|9296,COX7C|NDUFA4|NDUFC2|ATP6V1F,-1,Kansl1l
Reactome Gene Sets,6,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,,-3,9,5.4,30286,134,100,4,4,2,226|801|805|808,ALDOA|CALM1|CALM2|CALM3,-1,Kansl1l
Reactome Gene Sets,6,R-HSA-4086398,Ca2+ pathway,,-2.9,15,6.2,30286,62,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.98,Kansl1l
Reactome Gene Sets,6,R-HSA-8986944,Transcriptional Regulation by MECP2,,-2.9,15,6.2,30286,62,100,3,3,1.7,801|805|808,CALM1|CALM2|CALM3,-0.98,Kansl1l
GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-2.9,8.8,5.3,30286,138,100,4,4,2,3006|3021|4674|23270,H1-2|H3-3B|NAP1L2|TSPYL4,-0.98,Kansl1l
Reactome Gene Sets,6,R-HSA-199991,Membrane Trafficking,,-2.9,3.8,4.1,30286,634,100,8,8,2.7,801|805|808|830|7314|7529|7534|60592,CALM1|CALM2|CALM3|CAPZA2|UBB|YWHAB|YWHAZ|SCOC,-0.96,Kansl1l
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0008152 metabolic process,-2.9,6.3,4.7,30286,241,100,5,5,2.2,3326|6500|7314|55743|84707,HSP90AB1|SKP1|UBB|CHFR|BEX2,-0.95,Kansl1l
