Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
Ccdc115,GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-3.7,5.9,5.4,30286,507,71,7,9.9,3.5,3567|7010|23767|64805|79184|246175|373509,IL5|TEK|FLRT3|P2RY12|BRCC3|CNOT6L|USP50,-1.7
Ccdc115,GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0008152 metabolic process,-3.7,9.4,6.1,30286,228,71,5,7,3,3326|6613|7314|7337|29978,HSP90AB1|SUMO2|UBB|UBE3A|UBQLN2,-1.7
Ccdc115,GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-3.7,7,5.6,30286,366,71,6,8.5,3.3,71|658|2263|5532|8633|23767,ACTG1|BMPR1B|FGFR2|PPP3CB|UNC5C|FLRT3,-1.6
Ccdc115,GO Biological Processes,19,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,19_GO:0048518 positive regulation of biological process,-3.6,25,8.3,30286,51,71,3,4.2,2.4,658|1540|27429,BMPR1B|CYLD|HTRA2,-1.6
Ccdc115,KEGG Pathway,24,hsa05200,Pathways in cancer,,-3.6,5.6,5.2,30286,531,71,7,9.9,3.5,367|808|2246|2263|3326|3567|29119,AR|CALM3|FGF1|FGFR2|HSP90AB1|IL5|CTNNA3,-1.6
Ccdc115,Reactome Gene Sets,6,R-HSA-5654736,Signaling by FGFR1,,-3.6,25,8.3,30286,52,71,3,4.2,2.4,2246|7314|23767,FGF1|UBB|FLRT3,-1.6
Ccdc115,GO Biological Processes,19,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,19_GO:0048518 positive regulation of biological process,-3.6,13,6.7,30286,130,71,4,5.6,2.7,4869|7314|7337|8452,NPM1|UBB|UBE3A|CUL3,-1.6
Ccdc115,GO Biological Processes,19,GO:1901875,positive regulation of post-translational protein modification,19_GO:0048518 positive regulation of biological process,-3.6,13,6.7,30286,131,71,4,5.6,2.7,4869|7314|7337|8452,NPM1|UBB|UBE3A|CUL3,-1.6
Ccdc115,GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0008152 metabolic process,-3.6,8.8,5.9,30286,241,71,5,7,3,3326|4869|7314|7337|8452,HSP90AB1|NPM1|UBB|UBE3A|CUL3,-1.6
Ccdc115,Canonical Pathways,11,M113,PID NFAT 3PATHWAY,,-3.6,24,8.2,30286,53,71,3,4.2,2.4,5532|7529|7534,PPP3CB|YWHAB|YWHAZ,-1.6
Ccdc115,GO Biological Processes,19,GO:0016310,phosphorylation,19_GO:0008152 metabolic process,-3.6,4.7,4.9,30286,721,71,8,11,3.8,658|2263|2321|4067|5532|7010|7150|7534,BMPR1B|FGFR2|FLT1|LYN|PPP3CB|TEK|TOP1|YWHAZ,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,,-3.5,13,6.6,30286,134,71,4,5.6,2.7,808|4067|5532|7314,CALM3|LYN|PPP3CB|UBB,-1.5
Ccdc115,GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,19_GO:0008152 metabolic process,-3.5,8.7,5.9,30286,246,71,5,7,3,3326|4869|7314|7337|8452,HSP90AB1|NPM1|UBB|UBE3A|CUL3,-1.5
Ccdc115,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.5,5.5,5.1,30286,547,71,7,9.9,3.5,71|285|2246|2263|2321|5532|7010,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|PPP3CB|TEK,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,,-3.5,23,8,30286,55,71,3,4.2,2.4,367|830|3326,AR|CAPZA2|HSP90AB1,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-109606,Intrinsic Pathway for Apoptosis,,-3.5,23,8,30286,55,71,3,4.2,2.4,1687|7529|7534,GSDME|YWHAB|YWHAZ,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-422475,Axon guidance,,-3.5,5.4,5.1,30286,548,71,7,9.9,3.5,71|3326|4067|5532|7314|8633|23767,ACTG1|HSP90AB1|LYN|PPP3CB|UBB|UNC5C|FLRT3,-1.5
Ccdc115,GO Biological Processes,19,GO:0060560,developmental growth involved in morphogenesis,19_GO:0040007 growth,-3.5,12,6.5,30286,137,71,4,5.6,2.7,2246|2263|5532|23767,FGF1|FGFR2|PPP3CB|FLRT3,-1.5
Ccdc115,GO Biological Processes,19,GO:0043065,positive regulation of apoptotic process,19_GO:0048518 positive regulation of biological process,-3.5,5.4,5.1,30286,552,71,7,9.9,3.5,658|1540|1687|4067|7314|8633|27429,BMPR1B|CYLD|GSDME|LYN|UBB|UNC5C|HTRA2,-1.5
Ccdc115,GO Biological Processes,19,GO:0048678,response to axon injury,19_GO:0050896 response to stimulus,-3.5,23,7.9,30286,56,71,3,4.2,2.4,4067|23767|64805,LYN|FLRT3|P2RY12,-1.5
Ccdc115,KEGG Pathway,24,hsa04020,Calcium signaling pathway,,-3.5,8.4,5.8,30286,253,71,5,7,3,808|2246|2263|2321|5532,CALM3|FGF1|FGFR2|FLT1|PPP3CB,-1.5
Ccdc115,GO Biological Processes,19,GO:0008543,fibroblast growth factor receptor signaling pathway,19_GO:0050896 response to stimulus,-3.5,22,7.9,30286,57,71,3,4.2,2.4,2246|2263|23767,FGF1|FGFR2|FLRT3,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",,-3.5,22,7.9,30286,57,71,3,4.2,2.4,1540|3326|7314,CYLD|HSP90AB1|UBB,-1.5
Ccdc115,GO Biological Processes,19,GO:2001233,regulation of apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.5,6.5,5.3,30286,396,71,6,8.5,3.3,367|658|1540|1687|7314|27429,AR|BMPR1B|CYLD|GSDME|UBB|HTRA2,-1.5
Ccdc115,GO Biological Processes,19,GO:0051336,regulation of hydrolase activity,19_GO:0065007 biological regulation,-3.5,4.6,4.8,30286,746,71,8,11,3.8,808|2263|2321|3326|4067|4869|27429|373509,CALM3|FGFR2|FLT1|HSP90AB1|LYN|NPM1|HTRA2|USP50,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-3.4,12,6.4,30286,143,71,4,5.6,2.7,808|4067|5532|7314,CALM3|LYN|PPP3CB|UBB,-1.5
Ccdc115,Reactome Gene Sets,6,R-HSA-5218859,Regulated Necrosis,,-3.4,21,7.6,30286,60,71,3,4.2,2.4,1687|7314|92421,GSDME|UBB|CHMP4C,-1.4
Ccdc115,Reactome Gene Sets,6,R-HSA-76002,"Platelet activation, signaling and aggregation",,-3.4,8.1,5.6,30286,263,71,5,7,3,226|808|4067|7534|64805,ALDOA|CALM3|LYN|YWHAZ|P2RY12,-1.4
Ccdc115,Reactome Gene Sets,6,R-HSA-9675108,Nervous system development,,-3.4,5.2,4.9,30286,573,71,7,9.9,3.5,71|3326|4067|5532|7314|8633|23767,ACTG1|HSP90AB1|LYN|PPP3CB|UBB|UNC5C|FLRT3,-1.4
Ccdc115,GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-3.4,5.2,4.9,30286,574,71,7,9.9,3.5,658|1540|1687|4067|7314|8633|27429,BMPR1B|CYLD|GSDME|LYN|UBB|UNC5C|HTRA2,-1.4
Ccdc115,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-3.4,6.2,5.2,30286,410,71,6,8.5,3.3,4067|4869|7314|7534|8452|92421,LYN|NPM1|UBB|YWHAZ|CUL3|CHMP4C,-1.4
Ccdc115,GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-3.4,5.2,4.9,30286,578,71,7,9.9,3.5,808|2246|2321|3326|3567|4067|7010,CALM3|FGF1|FLT1|HSP90AB1|IL5|LYN|TEK,-1.4
Ccdc115,GO Biological Processes,19,GO:0006259,DNA metabolic process,19_GO:0008152 metabolic process,-3.4,4.5,4.7,30286,764,71,8,11,3.8,3326|4869|4907|4998|5000|7150|10973|79184,HSP90AB1|NPM1|NT5E|ORC1|ORC4|TOP1|ASCC3|BRCC3,-1.4
Ccdc115,GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-3.4,5.1,4.9,30286,580,71,7,9.9,3.5,71|2246|2321|4067|5354|7010|64805,ACTG1|FGF1|FLT1|LYN|PLP1|TEK|P2RY12,-1.4
Ccdc115,Reactome Gene Sets,6,R-HSA-453279,Mitotic G1 phase and G1/S transition,,-3.4,11,6.2,30286,149,71,4,5.6,2.7,4067|4998|5000|7314,LYN|ORC1|ORC4|UBB,-1.4
Ccdc115,GO Biological Processes,19,GO:0001655,urogenital system development,19_GO:0032502 developmental process,-3.4,20,7.4,30286,63,71,3,4.2,2.4,367|2263|7337,AR|FGFR2|UBE3A,-1.4
Ccdc115,GO Biological Processes,19,GO:0034109,homotypic cell-cell adhesion,19_GO:0009987 cellular process,-3.3,20,7.4,30286,64,71,3,4.2,2.4,71|29119|64805,ACTG1|CTNNA3|P2RY12,-1.4
Ccdc115,GO Biological Processes,19,GO:1902532,negative regulation of intracellular signal transduction,19_GO:0048519 negative regulation of biological process,-3.3,5.1,4.8,30286,591,71,7,9.9,3.5,1540|4067|7337|7534|8452|10846|27429,CYLD|LYN|UBE3A|YWHAZ|CUL3|PDE10A|HTRA2,-1.4
Ccdc115,GO Biological Processes,19,GO:0018108,peptidyl-tyrosine phosphorylation,19_GO:0008152 metabolic process,-3.3,20,7.3,30286,65,71,3,4.2,2.4,2263|2321|4067,FGFR2|FLT1|LYN,-1.4
Ccdc115,GO Biological Processes,19,GO:0007338,single fertilization,19_GO:0022414 reproductive process,-3.3,11,6.1,30286,155,71,4,5.6,2.7,226|367|4809|7337,ALDOA|AR|SNU13|UBE3A,-1.4
Ccdc115,GO Biological Processes,19,GO:0009611,response to wounding,19_GO:0050896 response to stimulus,-3.3,6,5,30286,426,71,6,8.5,3.3,71|2246|4067|23767|64805|92421,ACTG1|FGF1|LYN|FLRT3|P2RY12|CHMP4C,-1.4
Ccdc115,Canonical Pathways,11,M255,PID HIF1 TFPATHWAY,,-3.3,19,7.2,30286,66,71,3,4.2,2.4,226|4869|4907,ALDOA|NPM1|NT5E,-1.3
Ccdc115,KEGG Pathway,24,hsa04110,Cell cycle,,-3.3,11,6,30286,157,71,4,5.6,2.7,4998|5000|7529|7534,ORC1|ORC4|YWHAB|YWHAZ,-1.3
Ccdc115,GO Biological Processes,19,GO:2001236,regulation of extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3.3,11,6,30286,157,71,4,5.6,2.7,367|658|1540|27429,AR|BMPR1B|CYLD|HTRA2,-1.3
Ccdc115,GO Biological Processes,19,GO:0045089,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.3,7.6,5.4,30286,281,71,5,7,3,1540|4067|79184|92610|373509,CYLD|LYN|BRCC3|TIFA|USP50,-1.3
Ccdc115,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.3,5.9,5,30286,431,71,6,8.5,3.3,71|285|2246|2263|2321|7010,ACTG1|ANGPT2|FGF1|FGFR2|FLT1|TEK,-1.3
Ccdc115,GO Biological Processes,19,GO:0018212,peptidyl-tyrosine modification,19_GO:0008152 metabolic process,-3.3,19,7.2,30286,67,71,3,4.2,2.4,2263|2321|4067,FGFR2|FLT1|LYN,-1.3
Ccdc115,Reactome Gene Sets,6,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,,-3.3,19,7.2,30286,67,71,3,4.2,2.4,71|808|7529,ACTG1|CALM3|YWHAB,-1.3
Ccdc115,GO Biological Processes,19,GO:0032989,cellular anatomical entity morphogenesis,19_GO:0032502 developmental process,-3.3,4.9,4.7,30286,605,71,7,9.9,3.5,71|658|2263|5532|7314|8633|23767,ACTG1|BMPR1B|FGFR2|PPP3CB|UBB|UNC5C|FLRT3,-1.3
Ccdc115,GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-3.3,4.9,4.7,30286,607,71,7,9.9,3.5,71|2246|2321|4067|5354|7010|64805,ACTG1|FGF1|FLT1|LYN|PLP1|TEK|P2RY12,-1.3
Ccdc115,GO Biological Processes,19,GO:0071300,cellular response to retinoic acid,19_GO:0050896 response to stimulus,-3.3,19,7.1,30286,68,71,3,4.2,2.4,2263|4067|27429,FGFR2|LYN|HTRA2,-1.3
Ccdc115,GO Biological Processes,19,GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-3.3,19,7.1,30286,68,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-1.3
Ccdc115,GO Biological Processes,19,GO:0009266,response to temperature stimulus,19_GO:0050896 response to stimulus,-3.2,11,5.9,30286,161,71,4,5.6,2.7,2246|3326|4067|27429,FGF1|HSP90AB1|LYN|HTRA2,-1.3
Ccdc115,GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-3.2,5.8,4.9,30286,440,71,6,8.5,3.3,71|658|2263|5532|8633|23767,ACTG1|BMPR1B|FGFR2|PPP3CB|UNC5C|FLRT3,-1.3
Ccdc115,GO Biological Processes,19,GO:1902750,negative regulation of cell cycle G2/M phase transition,19_GO:0048519 negative regulation of biological process,-3.2,18,7,30286,70,71,3,4.2,2.4,4998|79184|92421,ORC1|BRCC3|CHMP4C,-1.3
Ccdc115,Reactome Gene Sets,6,R-HSA-68949,Orc1 removal from chromatin,,-3.2,18,7,30286,71,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-1.3
Ccdc115,GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-3.2,4.8,4.6,30286,621,71,7,9.9,3.5,71|2246|2321|4067|5354|7010|64805,ACTG1|FGF1|FLT1|LYN|PLP1|TEK|P2RY12,-1.3
Ccdc115,GO Biological Processes,19,GO:0062207,regulation of pattern recognition receptor signaling pathway,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.2,10,5.8,30286,166,71,4,5.6,2.7,4067|5094|79184|373509,LYN|PCBP2|BRCC3|USP50,-1.3
Ccdc115,GO Biological Processes,19,GO:1903169,regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3.2,10,5.8,30286,168,71,4,5.6,2.7,808|4067|5354|5532,CALM3|LYN|PLP1|PPP3CB,-1.3
Ccdc115,GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-3.2,7.2,5.2,30286,297,71,5,7,3,367|658|2263|7314|7337,AR|BMPR1B|FGFR2|UBB|UBE3A,-1.3
Ccdc115,Reactome Gene Sets,6,R-HSA-9824439,Bacterial Infection Pathways,,-3.2,18,6.9,30286,73,71,3,4.2,2.4,808|3326|7314,CALM3|HSP90AB1|UBB,-1.3
Ccdc115,Reactome Gene Sets,6,R-HSA-9694516,SARS-CoV-2 Infection,,-3.2,7.1,5.2,30286,299,71,5,7,3,3326|7314|7529|7534|92421,HSP90AB1|UBB|YWHAB|YWHAZ|CHMP4C,-1.3
Ccdc115,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-3.2,5.6,4.8,30286,455,71,6,8.5,3.3,4869|4998|8452|79184|92421|373509,NPM1|ORC1|CUL3|BRCC3|CHMP4C|USP50,-1.3
Ccdc115,GO Biological Processes,19,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,19_GO:0048518 positive regulation of biological process,-3.1,10,5.7,30286,171,71,4,5.6,2.7,2321|7010|7337|64805,FLT1|TEK|UBE3A|P2RY12,-1.2
Ccdc115,GO Biological Processes,19,GO:0050673,epithelial cell proliferation,19_GO:0009987 cellular process,-3.1,10,5.7,30286,171,71,4,5.6,2.7,367|2246|2263|7010,AR|FGF1|FGFR2|TEK,-1.2
Ccdc115,GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-3.1,7.1,5.1,30286,301,71,5,7,3,367|658|2263|7314|7337,AR|BMPR1B|FGFR2|UBB|UBE3A,-1.2
Ccdc115,GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-3.1,5.5,4.8,30286,462,71,6,8.5,3.3,367|3184|4869|4988|7337|64805,AR|HNRNPD|NPM1|OPRM1|UBE3A|P2RY12,-1.2
Ccdc115,GO Biological Processes,19,GO:0070936,protein K48-linked ubiquitination,19_GO:0008152 metabolic process,-3.1,17,6.7,30286,77,71,3,4.2,2.4,7337|8452|57531,UBE3A|CUL3|HACE1,-1.2
Ccdc115,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0008152 metabolic process,-3.1,5.4,4.7,30286,470,71,6,8.5,3.3,808|2246|2321|3326|4067|4869,CALM3|FGF1|FLT1|HSP90AB1|LYN|NPM1,-1.2
Ccdc115,Reactome Gene Sets,6,R-HSA-449147,Signaling by Interleukins,,-3.1,5.4,4.7,30286,473,71,6,8.5,3.3,3567|4067|4988|7314|7534|92610,IL5|LYN|OPRM1|UBB|YWHAZ|TIFA,-1.2
Ccdc115,GO Biological Processes,19,GO:0035304,regulation of protein dephosphorylation,19_GO:0008152 metabolic process,-3.1,16,6.6,30286,79,71,3,4.2,2.4,808|3326|7529,CALM3|HSP90AB1|YWHAB,-1.2
Ccdc115,Canonical Pathways,11,M223,PID BETA CATENIN NUC PATHWAY,,-3,16,6.5,30286,80,71,3,4.2,2.4,367|7529|7534,AR|YWHAB|YWHAZ,-1.2
Ccdc115,GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-3,5.3,4.6,30286,479,71,6,8.5,3.3,5094|7337|8452|10973|57531|92421,PCBP2|UBE3A|CUL3|ASCC3|HACE1|CHMP4C,-1.2
Ccdc115,Reactome Gene Sets,6,R-HSA-418594,G alpha (i) signalling events,,-3,6.7,5,30286,318,71,5,7,3,808|4988|5532|9934|64805,CALM3|OPRM1|PPP3CB|P2RY14|P2RY12,-1.2
Ccdc115,Reactome Gene Sets,6,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,,-3,9.3,5.5,30286,183,71,4,5.6,2.7,367|4869|6613|7150,AR|NPM1|SUMO2|TOP1,-1.2
Ccdc115,GO Biological Processes,19,GO:1903829,positive regulation of protein localization,19_GO:0051179 localization,-3,5.3,4.6,30286,483,71,6,8.5,3.3,1540|3326|4869|5532|23682|27429,CYLD|HSP90AB1|NPM1|PPP3CB|RAB38|HTRA2,-1.1
Ccdc115,GO Biological Processes,19,GO:1904427,positive regulation of calcium ion transmembrane transport,19_GO:0051179 localization,-3,16,6.4,30286,82,71,3,4.2,2.4,808|5354|5532,CALM3|PLP1|PPP3CB,-1.1
Ccdc115,GO Biological Processes,19,GO:0048709,oligodendrocyte differentiation,19_GO:0032502 developmental process,-3,16,6.4,30286,82,71,3,4.2,2.4,443|4067|5354,ASPA|LYN|PLP1,-1.1
Ccdc115,GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-3,9.1,5.4,30286,187,71,4,5.6,2.7,285|2246|2321|7010,ANGPT2|FGF1|FLT1|TEK,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),,-3,15,6.4,30286,83,71,3,4.2,2.4,808|5532|7314,CALM3|PPP3CB|UBB,-1.1
Ccdc115,GO Biological Processes,19,GO:0030522,intracellular receptor signaling pathway,19_GO:0050896 response to stimulus,-3,9.1,5.4,30286,188,71,4,5.6,2.7,367|1540|7337|92610,AR|CYLD|UBE3A|TIFA,-1.1
Ccdc115,GO Biological Processes,19,GO:0051276,chromosome organization,19_GO:0009987 cellular process,-3,5.2,4.6,30286,489,71,6,8.5,3.3,3006|3326|7150|8452|10973|92421,H1-2|HSP90AB1|TOP1|CUL3|ASCC3|CHMP4C,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-195258,RHO GTPase Effectors,,-3,6.5,4.9,30286,326,71,5,7,3,71|367|808|7529|7534,ACTG1|AR|CALM3|YWHAB|YWHAZ,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-6802957,Oncogenic MAPK signaling,,-3,15,6.3,30286,84,71,3,4.2,2.4,71|808|7529,ACTG1|CALM3|YWHAB,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-2990846,SUMOylation,,-3,9,5.4,30286,189,71,4,5.6,2.7,367|4869|6613|7150,AR|NPM1|SUMO2|TOP1,-1.1
Ccdc115,GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0008152 metabolic process,-3,9,5.4,30286,189,71,4,5.6,2.7,3326|6613|7314|29978,HSP90AB1|SUMO2|UBB|UBQLN2,-1.1
Ccdc115,GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-3,9,5.3,30286,190,71,4,5.6,2.7,285|2246|2321|7010,ANGPT2|FGF1|FLT1|TEK,-1.1
Ccdc115,GO Biological Processes,19,GO:2001242,regulation of intrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-3,9,5.3,30286,190,71,4,5.6,2.7,1540|1687|7314|27429,CYLD|GSDME|UBB|HTRA2,-1.1
Ccdc115,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-3,4.4,4.3,30286,682,71,7,9.9,3.5,71|285|367|2246|2263|2321|7010,ACTG1|ANGPT2|AR|FGF1|FGFR2|FLT1|TEK,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-195721,Signaling by WNT,,-3,6.4,4.8,30286,331,71,5,7,3,808|5532|7314|7534|8452,CALM3|PPP3CB|UBB|YWHAZ|CUL3,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,,-3,15,6.2,30286,86,71,3,4.2,2.4,71|3326|4067,ACTG1|HSP90AB1|LYN,-1.1
Ccdc115,GO Biological Processes,19,GO:0034655,nucleobase-containing compound catabolic process,19_GO:0008152 metabolic process,-3,6.4,4.8,30286,332,71,5,7,3,226|3184|4907|10846|246175,ALDOA|HNRNPD|NT5E|PDE10A|CNOT6L,-1.1
Ccdc115,GO Biological Processes,19,GO:0044344,cellular response to fibroblast growth factor stimulus,19_GO:0050896 response to stimulus,-2.9,15,6.2,30286,87,71,3,4.2,2.4,2246|2263|23767,FGF1|FGFR2|FLRT3,-1.1
Ccdc115,GO Biological Processes,19,GO:0009566,fertilization,19_GO:0022414 reproductive process,-2.9,8.8,5.3,30286,195,71,4,5.6,2.7,226|367|4809|7337,ALDOA|AR|SNU13|UBE3A,-1.1
Ccdc115,GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.9,6.3,4.8,30286,336,71,5,7,3,4067|6613|27429|29978|373509,LYN|SUMO2|HTRA2|UBQLN2|USP50,-1.1
Ccdc115,GO Biological Processes,19,GO:0030901,midbrain development,19_GO:0032502 developmental process,-2.9,15,6.2,30286,88,71,3,4.2,2.4,808|2263|5354,CALM3|FGFR2|PLP1,-1.1
Ccdc115,GO Biological Processes,19,GO:0007626,locomotory behavior,19_GO:0032501 multicellular organismal process,-2.9,8.7,5.2,30286,196,71,4,5.6,2.7,5532|7337|27306|27429,PPP3CB|UBE3A|HPGDS|HTRA2,-1.1
Ccdc115,GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-2.9,5.1,4.5,30286,504,71,6,8.5,3.3,3184|3567|5532|8452|27429|246175,HNRNPD|IL5|PPP3CB|CUL3|HTRA2|CNOT6L,-1.1
Ccdc115,GO Biological Processes,19,GO:0031334,positive regulation of protein-containing complex assembly,19_GO:0048518 positive regulation of biological process,-2.9,8.7,5.2,30286,197,71,4,5.6,2.7,3567|64805|79184|373509,IL5|P2RY12|BRCC3|USP50,-1.1
Ccdc115,Hallmark Gene Sets,23,M5901,HALLMARK G2M CHECKPOINT,,-2.9,8.5,5.2,30286,200,71,4,5.6,2.7,3151|3184|7150|8452,HMGN2|HNRNPD|TOP1|CUL3,-1.1
Ccdc115,GO Biological Processes,19,GO:0050728,negative regulation of inflammatory response,19_GO:0048519 negative regulation of biological process,-2.9,8.5,5.2,30286,201,71,4,5.6,2.7,1540|4067|4907|7010,CYLD|LYN|NT5E|TEK,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-69052,Switching of origins to a post-replicative state,,-2.9,14,6,30286,91,71,3,4.2,2.4,4998|5000|7314,ORC1|ORC4|UBB,-1.1
Ccdc115,GO Biological Processes,19,GO:0009154,purine ribonucleotide catabolic process,19_GO:0008152 metabolic process,-2.9,14,6,30286,91,71,3,4.2,2.4,226|4907|10846,ALDOA|NT5E|PDE10A,-1.1
Ccdc115,Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-2.9,4.2,4.2,30286,706,71,7,9.9,3.5,71|367|808|3326|7529|7534|8452,ACTG1|AR|CALM3|HSP90AB1|YWHAB|YWHAZ|CUL3,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-111885,Opioid Signalling,,-2.9,14,6,30286,92,71,3,4.2,2.4,808|4988|5532,CALM3|OPRM1|PPP3CB,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-9705683,SARS-CoV-2-host interactions,,-2.9,8.4,5.1,30286,203,71,4,5.6,2.7,3326|7314|7529|7534,HSP90AB1|UBB|YWHAB|YWHAZ,-1
Ccdc115,GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-2.9,5,4.4,30286,517,71,6,8.5,3.3,2263|5000|7150|8452|79184|92421,FGFR2|ORC4|TOP1|CUL3|BRCC3|CHMP4C,-1
Ccdc115,KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-2.9,8.4,5.1,30286,204,71,4,5.6,2.7,4067|7337|7529|7534,LYN|UBE3A|YWHAB|YWHAZ,-1
Ccdc115,GO Biological Processes,19,GO:0008585,female gonad development,19_GO:0022414 reproductive process,-2.9,14,6,30286,93,71,3,4.2,2.4,658|7314|7337,BMPR1B|UBB|UBE3A,-1
Ccdc115,KEGG Pathway,24,hsa04520,Adherens junction,,-2.9,14,6,30286,93,71,3,4.2,2.4,52|71|29119,ACP1|ACTG1|CTNNA3,-1
Ccdc115,GO Biological Processes,19,GO:0032465,regulation of cytokinesis,19_GO:0050789 regulation of biological process,-2.9,14,6,30286,93,71,3,4.2,2.4,808|8452|92421,CALM3|CUL3|CHMP4C,-1
Ccdc115,GO Biological Processes,19,GO:1903432,regulation of TORC1 signaling,19_GO:0050896 response to stimulus,-2.9,14,6,30286,93,71,3,4.2,2.4,7337|7534|8452,UBE3A|YWHAZ|CUL3,-1
Ccdc115,GO Biological Processes,19,GO:0018193,peptidyl-amino acid modification,19_GO:0008152 metabolic process,-2.9,4.9,4.4,30286,520,71,6,8.5,3.3,2263|2321|4067|6613|7150|124512,FGFR2|FLT1|LYN|SUMO2|TOP1|METTL23,-1
Ccdc115,Reactome Gene Sets,6,R-HSA-69473,G2/M DNA damage checkpoint,,-2.8,14,5.9,30286,94,71,3,4.2,2.4,7529|7534|79184,YWHAB|YWHAZ|BRCC3,-1
